Gene,Transcript,UTR5_Length,UTR3_Length,CDS_Length,UTR5_GC_Content,UTR3_GC_Content,CDS_GC_Content,uATG_count,Transcript_FE,Translate_FE,CAI
GAREML,ENST00000401533,130,1406,2625,0.884615384615385,0.533428165007112,0.680380952380952,1,-17.5,-8.5,0.740523593656303
LRRC72,ENST00000401542,57,79,864,0.701754385964912,0.341772151898734,0.412037037037037,1,-9.9,-5.7,0.612823517138701
MEI1,ENST00000401548,40,155,3825,0.675,0.406451612903226,0.549803921568627,0,-7.9,-4.6,0.712655242370465
SCFD2,ENST00000401642,134,987,2055,0.559701492537313,0.41742654508612,0.514841849148418,0,-5.5,-6.7,0.676512318492684
CHCHD10,ENST00000401675,68,173,450,0.735294117647059,0.520231213872832,0.72,0,-5,-5.6,0.74326981297957
RPS14,ENST00000401695,47,1096,456,0.574468085106383,0.468065693430657,0.56359649122807,0,-7.9,-6,0.733854003357265
CEACAM7,ENST00000401731,105,333,798,0.571428571428571,0.459459459459459,0.493734335839599,0,-3.3,-5.5,0.652883030564773
GYLTL1B,ENST00000401752,99,251,2166,0.808080808080808,0.533864541832669,0.63342566943675,1,-13.8,-11.9,0.778644111699236
GP5,ENST00000401815,72,1779,1683,0.569444444444444,0.492973580663294,0.632204396910279,0,-4,-4.6,0.699297810497642
P4HA2,ENST00000401867,569,1172,1608,0.57469244288225,0.401023890784983,0.527985074626866,8,-7.1,-3.2,0.724941989595666
STK25,ENST00000401869,327,643,1281,0.779816513761468,0.548989113530327,0.597189695550351,2,-10.3,-5.6,0.795307165062212
RBM33,ENST00000401878,198,6438,3513,0.691919191919192,0.458838148493321,0.556789069171648,1,-0.6,-8.6,0.677005206211167
GRB10,ENST00000401949,470,372,1785,0.63404255319148894,0.49731182795698903,0.534453781512605,4,-7.4,-5.7,0.704748929067931
MTMR3,ENST00000401950,342,2079,3597,0.625730994152047,0.504088504088504,0.527105921601334,2,-8.1,-7.6,0.715241585570231
SMUG1,ENST00000401977,127,142,813,0.582677165354331,0.52112676056338,0.60639606396064,2,-6.9,-8,0.771703601860166
YPEL5,ENST00000402003,141,1690,366,0.475177304964539,0.359763313609467,0.483606557377049,1,-7.9,-3.2,0.736493010335654
MRPS12,ENST00000402029,192,320,417,0.59375,0.584375,0.649880095923261,1,-5.2,-9.1,0.800705812159038
SEC14L6,ENST00000402034,0,2198,1194,NA,0.476342129208371,0.561139028475712,0,-5.8,-5.8,0.763533370792487
PARG,ENST00000402038,136,1061,2931,0.669117647058823,0.34684260131951,0.448311156601842,1,-9,-8.9,0.658909551468016
IQCE,ENST00000402050,184,4572,2088,0.782608695652174,0.574146981627297,0.592911877394636,1,-6,-7.6,0.731342640836057
KCTD17,ENST00000402077,1,796,894,1,0.629396984924623,0.649888143176734,0,-8.1,-8.1,0.783298879960479
CACNA1I,ENST00000402142,0,3332,6672,NA,0.574729891956783,0.633543165467626,0,-6.1,-6.1,0.784375985712694
TRIM66,ENST00000402157,441,5907,3738,0.478458049886621,0.478923311325546,0.551899411449973,10,-6,-2.5,0.754135277054527
ZNRF3,ENST00000402174,93,63,2511,0.494623655913978,0.46031746031746,0.639984070091597,0,-3.7,-2.3,0.760419474690345
SETD5,ENST00000402198,435,2063,4329,0.625287356321839,0.444983034415899,0.490875490875491,3,-1.3,-1.3,0.661329445438072
C22orf15,ENST00000402217,253,129,447,0.616600790513834,0.511627906976744,0.590604026845638,0,-6.3,-2,0.761613991813724
SOS1,ENST00000402219,41,4271,4002,0.878048780487805,0.351439943807071,0.40279860069965,0,-8.5,-9.5,0.59630758378061
TSEN2,ENST00000402228,155,596,1398,0.574193548387097,0.379194630872483,0.477110157367668,0,-6.1,-2.9,0.688775094320283
APOBEC3A,ENST00000402255,204,674,600,0.568627450980392,0.456973293768546,0.556666666666667,3,-11.6,-2.8,0.761710347391363
ZNF681,ENST00000402377,142,4417,1938,0.584507042253521,0.320126782884311,0.364293085655315,1,-7.5,-1,0.654133331012803
ICA1,ENST00000402384,267,739,1452,0.636704119850187,0.470906630581867,0.457300275482094,2,-11.2,0,0.632170416954568
TCL1A,ENST00000402399,130,920,345,0.7,0.535869565217391,0.585507246376812,1,-13.7,-5.4,0.726662528555659
FABP6,ENST00000402432,128,57,387,0.5859375,0.543859649122807,0.542635658914729,0,-3.2,-3.6,0.831957141918737
RAB37,ENST00000402449,446,463,651,0.661434977578475,0.555075593952484,0.559139784946237,3,-8.5,-2.4,0.80584396735919
FBXO11,ENST00000402508,114,1198,2532,0.324561403508772,0.332220367278798,0.38783570300158,4,-1.8,-6.7,0.621194495317093
KIAA1210,ENST00000402510,0,2694,5130,NA,0.429844097995546,0.478947368421053,0,-8.3,-8.3,0.689693104732065
KIF24,ENST00000402558,25,1999,4107,0.28,0.489744872436218,0.498173849525201,0,-1.7,-1.6,0.695620362325659
AKT1,ENST00000402615,1481,989,1443,0.601620526671168,0.552072800808898,0.596673596673597,19,-3.5,-4.9,0.83886561079078
PDZRN4,ENST00000402685,8,228,3111,0.5,0.324561403508772,0.533590485374478,0,-6.6,-6.6,0.713445232738782
POMT1,ENST00000402686,160,700,2178,0.7,0.541428571428571,0.566115702479339,0,-3.8,-4.9,0.719847026494357
SULF1,ENST00000402687,755,1520,2616,0.48476821192053,0.414473684210526,0.466743119266055,9,-2.7,-1.8,0.700072934755191
MEX3D,ENST00000402693,0,894,1956,NA,0.466442953020134,0.766359918200409,0,-7,-7,0.723934753955281
TF,ENST00000402696,485,386,2097,0.628865979381443,0.409326424870466,0.511206485455412,5,-3.6,-5.7,0.716744110096541
PAX9,ENST00000402703,726,1352,1026,0.641873278236915,0.375739644970414,0.635477582846004,3,-7.6,-8.1,0.733010793940829
CPE,ENST00000402744,280,710,1431,0.732142857142857,0.284507042253521,0.518518518518518,0,-4.2,-6.7,0.720375299765022
FASTKD2,ENST00000402774,366,87,2133,0.494535519125683,0.298850574712644,0.393811533052039,3,-1.1,-6.8,0.631554632714216
PDGFA,ENST00000402802,408,1306,591,0.737745098039216,0.427258805513017,0.602368866328257,3,-7.1,-4.7,0.747947108944441
ECE2,ENST00000402825,0,793,2652,NA,0.580075662042875,0.57579185520362,0,-10.5,-10.5,0.769807543777167
TEX33,ENST00000402860,344,54,588,0.587209302325581,0.333333333333333,0.542517006802721,3,-5.7,-10.8,0.737191962620685
SETD8,ENST00000402868,426,1655,1059,0.657276995305164,0.467069486404834,0.542965061378659,1,-11.2,-3.3,0.691843121769563
CARF,ENST00000402905,321,3439,2178,0.489096573208723,0.305030532131434,0.420569329660239,9,-12.6,-2.4,0.609088080257981
ELFN2,ENST00000402918,786,5112,2463,0.66793893129771,0.607198748043818,0.644336175395859,2,0,-13,0.801416610481685
BLVRA,ENST00000402924,163,107,891,0.625766871165644,0.401869158878505,0.500561167227834,0,-11.1,0,0.70580323113823
GABRR2,ENST00000402938,134,150,1398,0.582089552238806,0.58,0.513590844062947,3,-2.3,-1.3,0.7657968074624
C22orf46,ENST00000402966,85,4158,732,0.576470588235294,0.51996151996152,0.568306010928962,1,-6.2,-4.6,0.75825328046006
OR6B2,ENST00000402971,27,526,939,0.666666666666667,0.365019011406844,0.559105431309904,0,-7.9,-3.6,0.789189008274784
HENMT1,ENST00000402983,238,276,1182,0.533613445378151,0.358695652173913,0.44077834179357,3,-15.7,0,0.652643599159001
IGSF23,ENST00000402988,16,394,579,0.4375,0.454314720812183,0.573402417962003,0,-0.2,-2.9,0.721091417669442
SMC6,ENST00000402989,401,52,3276,0.496259351620948,0.365384615384615,0.376678876678877,7,-0.2,-1.5,0.602639448178168
ZNF621,ENST00000403205,223,436,1320,0.645739910313901,0.474770642201835,0.473484848484849,2,-7.8,-4.2,0.694565174216643
DDX17,ENST00000403230,75,57,2190,0.6,0.403508771929825,0.517351598173516,0,-3.7,-3.5,0.668247008398698
CEP162,ENST00000403245,115,829,4212,0.469565217391304,0.334137515078408,0.374406457739791,2,-4.6,-0.4,0.599608876656119
INO80D,ENST00000403263,405,10647,3084,0.506172839506173,0.353245045552738,0.525291828793774,3,-4,-1.2,0.682459118654663
CARD10,ENST00000403299,217,797,3099,0.824884792626728,0.59723964868256,0.656986124556308,1,-10.5,-10.2,0.772095209195449
C22orf23,ENST00000403305,209,654,654,0.62200956937799,0.5,0.542813455657492,3,-7.1,-4.8,0.741559727231041
GNB1L,ENST00000403325,421,294,984,0.68646080760095,0.598639455782313,0.669715447154472,0,-8.5,-3.3,0.764192591161904
CLPSL2,ENST00000403376,0,102,303,NA,0.549019607843137,0.590759075907591,0,-11.7,-11.7,0.682719526467016
ETV2,ENST00000403402,306,0,1029,0.601307189542484,NA,0.661807580174927,2,-0.4,-6.8,0.703263486605583
MYH8,ENST00000403437,95,132,5814,0.442105263157895,0.333333333333333,0.482112143102855,0,-5.5,-6.2,0.720842391611288
C16orf86,ENST00000403458,155,158,954,0.72258064516129,0.550632911392405,0.654088050314465,0,-11.7,-11.8,0.717353509693344
IMP3,ENST00000403490,155,527,555,0.658064516129032,0.449715370018975,0.65045045045045,2,-6.9,-5.9,0.785241919278998
NFIA,ENST00000403491,484,7473,1530,0.671487603305785,0.374548374146929,0.510457516339869,4,-13,-4.2,0.661906635036806
HCRTR1,ENST00000403528,387,338,1278,0.69250645994832,0.517751479289941,0.604851330203443,1,-8.4,-6.5,0.812079578408098
RPS7,ENST00000403564,142,37,585,0.591549295774648,0.189189189189189,0.476923076923077,0,-8.3,-3.7,0.687203175242117
SLC7A4,ENST00000403586,62,337,1908,0.693548387096774,0.611275964391691,0.617924528301887,0,-12.3,-9.4,0.778981614732497
SDSL,ENST00000403593,262,197,990,0.610687022900763,0.578680203045685,0.624242424242424,1,-8.1,-8.6,0.779046364677267
FAM150B,ENST00000403610,341,589,459,0.768328445747801,0.32258064516129,0.638344226579521,0,-10.8,-6.8,0.672649465647816
FAM104A,ENST00000403627,61,2176,561,0.737704918032787,0.410386029411765,0.645276292335116,1,-12.2,-4.5,0.666651358767233
BUD31,ENST00000403633,529,175,435,0.578449905482042,0.571428571428571,0.491954022988506,3,-12.6,-1.8,0.754322826190449
CEACAM19,ENST00000403660,210,869,903,0.647619047619048,0.597238204833141,0.585825027685493,2,-10.4,-6,0.750386711153367
CSF2RB,ENST00000403662,222,1947,2694,0.621621621621622,0.437082691319979,0.634372680029696,3,-3.4,-8,0.766659867324535
F11,ENST00000403665,352,166,1878,0.355113636363636,0.5,0.458998935037274,5,-5.9,-1.3,0.65587674539918
MAST4,ENST00000403666,68,213,7305,0.514705882352941,0.553990610328638,0.549212867898699,1,-7.6,-6.8,0.705938813167616
HMGA2,ENST00000403681,1140,3003,330,0.657017543859649,0.361305361305361,0.578787878787879,1,-11.2,-1.6,0.697537091133637
HIST2H3A,ENST00000403683,36,1209,411,0.611111111111111,0.591397849462366,0.673965936739659,0,-6.6,-3.6,0.780374255110428
RASGRP3,ENST00000403687,740,1994,2073,0.472972972972973,0.36258776328987,0.468885672937771,18,-5.6,-4.2,0.68615057327487
EFR3B,ENST00000403714,183,4797,2454,0.819672131147541,0.520116739628935,0.559902200488998,1,-10.4,-5.7,0.763310016926544
ANTXR2,ENST00000403729,526,6280,1467,0.699619771863118,0.360031847133758,0.469665985003408,0,-4.5,-10.5,0.643384907981021
WWC2,ENST00000403733,199,5048,3579,0.798994974874372,0.382527733755943,0.478625314333613,1,-5.3,-8.9,0.662720344879445
HNRNPUL2-BSCL2,ENST00000403734,228,1532,2241,0.763157894736842,0.560704960835509,0.55644801427934,0,-9.9,-8.6,0.72482406374155
GTF2A1L,ENST00000403751,37,165,1437,0.702702702702703,0.290909090909091,0.410577592205985,0,-10.9,-4.3,0.613186730125957
UBAC2,ENST00000403766,135,205,1035,0.762962962962963,0.565853658536585,0.48695652173913,0,-10.7,-5.9,0.684960032512961
GCK,ENST00000403799,470,861,1398,0.585106382978723,0.59465737514518,0.613018597997139,5,-9.9,-5.1,0.817686852590909
VPREB1,ENST00000403807,139,178,438,0.654676258992806,0.550561797752809,0.593607305936073,3,-4.9,-5,0.772290141124203
IFRD1,ENST00000403825,261,673,1356,0.624521072796935,0.298662704309064,0.438053097345133,1,-6.7,-4.9,0.643465532751524
GPR35,ENST00000403859,814,288,930,0.567567567567568,0.642361111111111,0.651612903225806,12,-2.5,-1.8,0.809031928478105
TST,ENST00000403892,735,168,894,0.687074829931973,0.476190476190476,0.625279642058166,3,-9.3,-3.3,0.784003596914142
CAPN14,ENST00000403897,142,0,2055,0.535211267605634,NA,0.540632603406326,1,-2.8,-5.9,0.758773471677536
ZGLP1,ENST00000403903,1199,288,816,0.586321934945788,0.59375,0.637254901960784,14,-0.5,-4.5,0.75380806616993
ZNF610,ENST00000403906,456,346,1389,0.532894736842105,0.31502890173410403,0.407487401007919,4,-5.9,-1.9,0.643439333925801
KCNS3,ENST00000403915,451,470,1476,0.552106430155211,0.365957446808511,0.501355013550135,9,-8.2,-6.4,0.758959233016339
HORMAD2,ENST00000403975,285,906,924,0.449122807017544,0.350993377483444,0.415584415584416,3,-4.1,-0.7,0.676926620072151
NLRC4,ENST00000404025,489,17,3075,0.460122699386503,0.352941176470588,0.452357723577236,4,-3.3,-0.6,0.671397400187804
BRD1,ENST00000404034,185,950,3177,0.459459459459459,0.394736842105263,0.592067988668555,1,-1.3,-1.7,0.764723238759901
PSME4,ENST00000404125,56,1511,5532,0.803571428571429,0.367968232958306,0.42353579175705,0,-6.4,-10.8,0.611742950166268
PAXIP1,ENST00000404141,155,462,3210,0.883870967741936,0.361471861471861,0.48380062305296,0,-10.1,-5.6,0.654091478404031
CAMKK2,ENST00000404169,175,174,1767,0.782857142857143,0.522988505747126,0.599886813808715,3,-11.2,-4.3,0.760802250234505
LIPK,ENST00000404190,0,30,1200,NA,0.366666666666667,0.41,0,-6.8,-6.8,0.650232111231529
ATF4,ENST00000404241,773,81,1056,0.609314359637775,0.395061728395062,0.525568181818182,6,-4,-1,0.712865184097856
CDK11A,ENST00000404249,80,26,2343,0.6,0.653846153846154,0.565941101152369,0,-8.4,-2.3,0.75981926155442
ARHGAP35,ENST00000404338,0,4389,4500,NA,0.568010936431989,0.477333333333333,0,-1.2,-1.2,0.699538428449878
TNFSF18,ENST00000404377,1,1407,600,1,0.378109452736318,0.393333333333333,0,0,0,0.599496284024141
INPP5J,ENST00000404390,21,277,1917,0.761904761904762,0.577617328519856,0.615545122587376,0,-5.7,-9.9,0.75829718534949
RSPH10B,ENST00000404406,271,222,2613,0.568265682656827,0.504504504504504,0.456180635285113,1,-8.6,-2.5,0.681663947944013
CLIP4,ENST00000404424,332,30,2118,0.469879518072289,0.2,0.437204910292729,9,-6.3,-2.3,0.64981870673034
DNAJC5G,ENST00000404433,105,1020,522,0.571428571428571,0.480392156862745,0.446360153256705,2,-7.1,-2,0.71033213763056
LIPN,ENST00000404459,0,0,1197,NA,NA,0.411862990810359,0,-0.4,-0.4,0.647305087868459
TXNRD3NB,ENST00000404489,93,243,402,0.537634408602151,0.432098765432099,0.559701492537313,2,-3.1,-3.1,0.723747762296457
OBSL1,ENST00000404537,57,93,5691,0.842105263157895,0.56989247311828,0.664733790195045,0,-1.3,-10.5,0.755036205058444
ACVR2A,ENST00000404590,170,655,1542,0.670588235294118,0.357251908396947,0.426718547341115,0,-3.1,-3.5,0.644053438927879
IL6,ENST00000404625,459,429,639,0.514161220043573,0.284382284382284,0.502347417840376,4,-3.5,-2.1,0.736228176185706
FGG,ENST00000404648,240,206,1314,0.541666666666667,0.310679611650485,0.41248097412481,1,-2.5,-3.4,0.671759347521166
RPS27A,ENST00000404735,147,178,471,0.564625850340136,0.376404494382022,0.435244161358811,1,-6,-4.3,0.74186806256189
NT5C2,ENST00000404739,24,1655,1686,0.125,0.406646525679758,0.446619217081851,0,0,-1,0.694164118788875
LIPM,ENST00000404743,167,0,1272,0.359281437125749,NA,0.45440251572327,3,0,-1.7,0.702858903408649
INTS1,ENST00000404767,86,300,6573,0.825581395348837,0.706666666666667,0.647193062528526,1,-16.1,-9,0.794229502659538
DMRTA2,ENST00000404795,393,1115,1629,0.674300254452926,0.48609865470852,0.737262124002455,2,-1.8,-7.1,0.653295252888637
RP11-145E5.5,ENST00000404796,113,390,432,0.646017699115044,0.446153846153846,0.462962962962963,0,-11.5,-5.8,0.718807780986854
ZNF792,ENST00000404801,387,1602,1899,0.739018087855297,0.437578027465668,0.515007898894155,0,-11.9,-11.6,0.716601735719562
SDK1,ENST00000404826,139,3616,6642,0.848920863309353,0.528761061946903,0.604336043360434,0,-8.5,-11.7,0.727751157498869
ASXL2,ENST00000404843,438,104,2757,0.490867579908676,0.423076923076923,0.504896626768226,4,-1.9,0,0.669686350116151
UNC5D,ENST00000404895,328,62,2862,0.713414634146341,0.483870967741935,0.519566736547869,1,-6.3,-6.1,0.704781959172062
ATG4B,ENST00000404914,103,1593,1182,0.776699029126214,0.603264281230383,0.55922165820643,0,-9.3,-3.2,0.743885737856855
UBXN2A,ENST00000404924,441,336,780,0.591836734693878,0.318452380952381,0.376923076923077,7,-0.6,0,0.624000745217041
SMS,ENST00000404933,252,484,1101,0.765873015873016,0.336776859504132,0.45322434150772,1,-1.8,-5.2,0.637518525083547
ABCB5,ENST00000404938,652,1385,3774,0.397239263803681,0.366787003610108,0.422628510863805,8,-0.6,0,0.614235555189201
PAPOLB,ENST00000404991,184,2164,1914,0.722826086956522,0.348428835489834,0.437826541274817,2,0,-6.3,0.619222201109373
XPO1,ENST00000404992,407,482,3216,0.528255528255528,0.329875518672199,0.370957711442786,8,-4.6,-2.8,0.59594191036783
STON1-GTF2A1L,ENST00000405008,111,161,3549,0.486486486486487,0.285714285714286,0.42603550295858,1,-0.6,-1.3,0.643067674619726
KBTBD12,ENST00000405109,467,3388,1872,0.625267665952891,0.515348288075561,0.419337606837607,3,-2.3,-2.2,0.644233422407578
SAA1,ENST00000405158,184,122,369,0.429347826086957,0.491803278688525,0.550135501355014,0,-1.3,-6.1,0.750921952248234
NCOR2,ENST00000405201,1,987,7545,1,0.604863221884498,0.65791915175613,0,-4.7,-4.7,0.767501370991458
C6orf203,ENST00000405204,597,100,723,0.638190954773869,0.34,0.391424619640387,2,-10.3,-6.1,0.623974918637797
ETV1,ENST00000405218,472,1485,1434,0.536016949152542,0.34006734006734,0.4860529986053,3,-0.3,-2.8,0.727406412439452
CPT1B,ENST00000405237,105,223,2319,0.79047619047619,0.52914798206278,0.571798188874515,0,-9.3,-6.5,0.777915387997889
DAZ1,ENST00000405239,294,1892,2235,0.639455782312925,0.316596194503171,0.452348993288591,1,-7.1,0,0.666645996267132
TAPT1,ENST00000405303,84,2803,1704,0.761904761904762,0.362112022832679,0.448943661971831,0,-4.2,-8.3,0.638160204177356
PSG4,ENST00000405312,238,670,1260,0.571428571428571,0.42089552238806,0.486507936507937,1,-1.1,-8.8,0.657107674601132
NT5C3A,ENST00000405342,249,616,894,0.622489959839357,0.324675324675325,0.357941834451902,4,-6.7,-2.4,0.599148046521
TBX5,ENST00000405440,495,151,1557,0.585858585858586,0.470198675496689,0.555555555555556,4,0,-5.2,0.735092299828974
EIF3D,ENST00000405442,116,88,1647,0.560344827586207,0.5,0.511232544019429,1,-10.9,-2.2,0.769130213091055
PSTK,ENST00000405485,0,0,1047,NA,NA,0.489971346704871,0,-1.9,-1.9,0.655805039486917
RANGAP1,ENST00000405486,713,992,1764,0.61851332398317,0.627016129032258,0.579365079365079,5,-9,-2,0.788133362964092
CTNNB1,ENST00000405570,156,11,2346,0.435897435897436,0.272727272727273,0.47996589940324,2,-1.9,-2.8,0.666873250425313
CHEK2,ENST00000405598,192,135,1632,0.526041666666667,0.311111111111111,0.454044117647059,2,-8.3,-3,0.669171984228893
CGREF1,ENST00000405600,142,247,957,0.788732394366197,0.546558704453441,0.591431556948798,0,-6.1,-4.1,0.703524360910968
CADM2,ENST00000405615,0,0,1314,NA,NA,0.442161339421613,0,-1.1,-1.1,0.63781456436428
PPP1R3G,ENST00000405617,905,2925,1077,0.704972375690608,0.458803418803419,0.726090993500464,5,-20.1,-8.8,0.696827035479156
POMC,ENST00000405623,456,166,804,0.673245614035088,0.602409638554217,0.676616915422886,0,-6.3,-4.1,0.818814488993251
MS4A15,ENST00000405633,79,1016,723,0.493670886075949,0.578740157480315,0.597510373443983,0,-5.9,-3.5,0.742134074868037
TOMM40,ENST00000405636,104,519,1086,0.817307692307692,0.610789980732177,0.624309392265193,0,-8.7,-10.4,0.710534274727787
C22orf29,ENST00000405640,669,5021,1095,0.660687593423019,0.513244373630751,0.608219178082192,3,-2.4,-7.8,0.762521044658879
CCDC157,ENST00000405659,709,84,2259,0.693935119887165,0.642857142857143,0.642762284196547,3,-6.7,-5.3,0.780354943864824
GAGE12D,ENST00000405679,82,91,354,0.536585365853659,0.373626373626374,0.536723163841808,0,-8.2,-0.1,0.705583089159272
TMEM196,ENST00000405764,697,2759,519,0.558106169296987,0.296121783254802,0.518304431599229,3,0,-3.8,0.649827728961163
MIOS,ENST00000405785,336,131,2628,0.62797619047619,0.389312977099237,0.407153729071537,4,-6.5,-1.7,0.599046615967377
COL4A3BP,ENST00000405807,422,546,1875,0.684834123222749,0.351648351648352,0.426133333333333,1,-5.5,-3,0.652890678941307
GPR12,ENST00000405846,222,3623,1005,0.747747747747748,0.373171404913056,0.556218905472637,1,-9.9,-3,0.702637417225011
ZNF12,ENST00000405858,542,2415,2094,0.743542435424354,0.352795031055901,0.409264565425024,0,-1.5,-3,0.662813215733414
NXPH1,ENST00000405863,911,1194,816,0.626783754116356,0.357621440536013,0.444852941176471,4,-3.9,-7.3,0.67964669119159
TCHP,ENST00000405876,147,1446,1497,0.653061224489796,0.439142461964039,0.569138276553106,0,-4.7,-4.1,0.754080786621164
FAM161A,ENST00000405894,102,1599,1983,0.754901960784314,0.353345841150719,0.425617750882501,0,-6.1,-10.6,0.648231861116586
KIF3C,ENST00000405914,573,225,2382,0.727748691099476,0.56,0.597397145256087,4,-9.7,-1.6,0.804701172132375
DUSP28,ENST00000405954,383,2547,531,0.741514360313316,0.450726344719278,0.730696798493409,2,-4.6,-10.9,0.674820933206335
THADA,ENST00000405975,140,112,5862,0.592857142857143,0.401785714285714,0.443534629819174,0,-6.6,-0.8,0.639425578742003
DCDC1,ENST00000406071,316,1769,2673,0.465189873417722,0.378179762577728,0.439955106621773,8,-1.9,-1.1,0.636148870400576
MEX3C,ENST00000406189,0,1801,1980,NA,0.331482509716824,0.584848484848485,0,-11.9,-11.9,0.653450795058419
MTA1,ENST00000406191,144,514,2112,0.861111111111111,0.550583657587549,0.608901515151515,0,-12.6,-7.6,0.765422811449599
CNPY1,ENST00000406197,139,142,279,0.553956834532374,0.528169014084507,0.379928315412186,1,-2.3,-2.9,0.650218053270661
TBCE,ENST00000406207,224,204,1584,0.575892857142857,0.357843137254902,0.444444444444444,1,-1.2,0,0.610651744419384
STON1,ENST00000406226,195,3211,2208,0.620512820512821,0.369666770476487,0.436141304347826,0,-5.8,-1.3,0.664520217310864
RELA,ENST00000406246,262,782,1656,0.790076335877863,0.5153452685422,0.609903381642512,1,-6.7,-2.3,0.78383877246294
GDPD3,ENST00000406256,378,62,957,0.637566137566138,0.419354838709677,0.568443051201672,5,-0.4,-8.4,0.76644323584368
RP11-474G23.1,ENST00000406334,219,1091,996,0.511415525114155,0.456461961503208,0.506024096385542,5,0,-1.6,0.640669765292452
KAT6A,ENST00000406337,500,2726,6015,0.456,0.365737344093911,0.493100581878637,10,-5.4,-0.6,0.693756933046527
GAL3ST1,ENST00000406361,241,306,1272,0.692946058091286,0.591503267973856,0.653301886792453,2,-5.7,-4.5,0.813499386902932
RMDN2,ENST00000406384,194,505,1233,0.324742268041237,0.269306930693069,0.375506893755069,2,0,0,0.584032618354771
KDSR,ENST00000406396,392,4056,999,0.795918367346939,0.360453648915187,0.486486486486487,0,-8.7,-13.1,0.685783497286648
MFSD2B,ENST00000406420,16,18,1494,0.8125,0.888888888888889,0.620481927710843,0,-19.2,-9.5,0.729885284393434
PSD,ENST00000406432,203,583,3075,0.669950738916256,0.639794168096055,0.64130081300813,1,-4.2,-11.7,0.766578545502351
RMDN1,ENST00000406452,160,1958,945,0.64375,0.382533197139939,0.448677248677249,1,-4.3,-7,0.630860187128261
GPSM2,ENST00000406462,773,4605,2055,0.578266494178525,0.390228013029316,0.418491484184915,7,-0.2,-2.9,0.60507781035701
KIAA1671,ENST00000406486,387,2056,5421,0.568475452196382,0.46352140077821,0.592695074709463,7,-11,-9.1,0.705726453494288
PSG2,ENST00000406487,99,431,1008,0.565656565656566,0.320185614849188,0.484126984126984,0,-3.3,-8.8,0.644841058898003
HOXD12,ENST00000406506,72,433,813,0.513888888888889,0.58891454965358,0.650676506765068,0,-1.6,-8.5,0.708294982228773
VAV2,ENST00000406606,3,2168,2520,1,0.569188191881919,0.56468253968254,0,-11.6,-11.6,0.786692817966241
SUN2,ENST00000406622,213,358,2154,0.647887323943662,0.61731843575419,0.623026926648097,0,-1.2,0,0.757271825418893
GPR75-ASB3,ENST00000406625,241,210,1662,0.759336099585062,0.304761904761905,0.441034897713598,3,-8.4,-5.2,0.60221270760254
SLC22A23,ENST00000406686,0,3597,2061,NA,0.52210175145955,0.627850557981562,0,-8,-8,0.723717259311462
C1S,ENST00000406697,628,381,2067,0.504777070063694,0.404199475065617,0.484276729559748,9,0,-5.5,0.695174786322298
CEBPZOS,ENST00000406711,196,248,243,0.433673469387755,0.286290322580645,0.382716049382716,2,-2.2,-2.4,0.624419853427191
BBX,ENST00000406780,537,401,2736,0.398510242085661,0.4214463840399,0.441885964912281,6,-5,-0.9,0.656900311378454
PRKAR1B,ENST00000406797,175,1232,1146,0.622857142857143,0.643668831168831,0.603839441535777,2,-9.2,-4.6,0.769614488927077
SERPIND1,ENST00000406799,132,166,1500,0.575757575757576,0.475903614457831,0.495333333333333,3,-5.4,-1.8,0.7169403116141
DTNB,ENST00000406818,250,340,1884,0.8,0.611764705882353,0.516454352441614,0,-9.4,-0.1,0.705552376605327
FSHR,ENST00000406846,120,576,2088,0.45,0.345486111111111,0.46455938697318,3,-1.1,-3.8,0.70332922433489
PCNXL4,ENST00000406854,554,593,3519,0.646209386281588,0.288364249578415,0.396987780619494,5,-4.5,-3.4,0.58470032025489
HIPK2,ENST00000406875,95,11357,3597,0.715789473684211,0.465880073963195,0.565749235474006,2,-4.1,-6.2,0.736853715969376
CDCA7L,ENST00000406877,280,1421,1365,0.728571428571429,0.421534130893737,0.47985347985348,0,-3.7,-3.7,0.692109250579426
STEAP1B,ENST00000406890,95,360,738,0.589473684210526,0.477777777777778,0.403794037940379,0,-9.8,0,0.641780703865929
GRAMD4,ENST00000406902,213,2534,1737,0.591549295774648,0.588003157063931,0.576280944156592,3,-1.5,-1.5,0.742966461379392
SYCE3,ENST00000406915,48,133,267,0.791666666666667,0.511278195488722,0.50561797752809,0,-10,-1.3,0.795012966854214
CHKB,ENST00000406938,218,232,1188,0.724770642201835,0.594827586206897,0.572390572390572,1,-3.1,-12,0.720775874124993
ACSF3,ENST00000406948,134,382,1731,0.76865671641791,0.62303664921466,0.60947429231658,0,-8.4,-3.6,0.75063854402094
NLK,ENST00000407008,718,1745,1584,0.477715877437326,0.343266475644699,0.481691919191919,9,-0.2,-1.7,0.648802598756088
BSCL2,ENST00000407022,247,72,1197,0.684210526315789,0.5,0.56390977443609,2,-6.3,-2.7,0.731010823783249
NUCB1,ENST00000407032,64,708,1386,0.671875,0.608757062146893,0.605339105339105,0,-7.8,-4.2,0.804055192551346
KIF26B,ENST00000407071,440,520,6327,0.570454545454545,0.459615384615385,0.631895052947685,4,-4.2,-6.4,0.746187091634188
GRAP2,ENST00000407075,290,21,993,0.544827586206897,0.523809523809524,0.563947633434038,5,0,-7.6,0.743401968710205
