gene,Length,RNA.NSC.mean.tpm,RNA.siP.mean.tpm,log2FoldChange.rna,pvalue
SCOC,5129,7.62576543063451,5.78625967444425,-0.27148582296854346,0.5466261874774203
WNT3,3355,5.2217964386565265,3.207766343828723,-0.43792729516460094,0.9792297356062994
RPS4Y1,1305,212.02814390662869,236.64082679418402,0.15007002585068133,0.03432528079544535
HCAR1,4768,1.6361968683898136,1.4591466370113668,-0.07895438195994345,0.9463047088532315
FAM114A1,4050,12.283323369952866,13.75075474223128,0.12685767641997672,0.33914572979362373
HSPB3,784,0.199559602870555,0,-0.0311485397962964,0.003223122563412765
PTBP2,3027,1.8134750822329966,2.326421914653577,0.24067856569246002,0.5073140053491552
AGBL2,3577,0.29958300817580263,0.20424119884074587,-0.08979872189974937,0.6708242576160834
THNSL2,3649,0.055386669408981994,0.026759669484963635,-0.01860957613222912,0.5140297735400053
MEA1,1089,152.72026649870898,119.8319539778392,-0.2864619544437011,0.21727019878634932
POTEI,7020,10.711604841305624,18.263622031322566,0.5977663742451694,0.6359499607180854
LAMB2,5643,19.269499354371437,34.0868030783968,0.6429191196341993,0.6625027954149312
ARHGAP9,2597,0.13649867138893565,0.16851469634249147,0.030538697052050444,0.04084867907686019
CTNNAL1,2490,5.009105047633753,5.201881884833243,0.035392339172217624,7.009281475662114e-4
GGT2,1871,14.574803057572,22.801555216556697,0.5007618737844105,0.010705822824454505
SPATA18,4396,2.1135991235119533,3.115776273431543,0.2926298933584284,0.001285498550561021
PCF11,7677,1.64036085685729,2.25689498378217,0.31507397682626676,0.14878262934496575
PXDNL,4805,0,0.20587810431021838,0.2934656577032492,0.621005086973929
XAB2,2667,9.451385549573258,12.093955383821816,0.22795714032845182,0.9818038814934165
FAM209B,694,0.31113849379130637,0.232028082142103,-0.02634717848883647,0.7108885310904987
PRAF2,1334,14.091264809098833,16.4860934507904,0.1678722667135117,0.06918260699808691
PDK4,3576,24.6489784493497,23.757206586138853,-0.024053412459581047,3.0399148295903527e-4
PRTFDC1,1944,4.446828102042443,3.8635694038021864,-0.11660284797918523,0.021272685854787716
PLCH1,6128,3.1649600891675633,3.294662827630713,0.04339730652312267,0.047129038708378805
SLC5A7,5152,0.2316207276575286,0.26048425375886936,0.033771071802182674,0.7540659758498639
ANKRD55,2502,0.06253186596743222,0.07152643622869637,0.016327765176086688,0.020717497914202014
MBNL3,2661,0.0317467206890115,0.18828039137821798,0.1466440731400582,0.34142664543736945
PLEKHG6,2881,0.48056851008187335,0.5906046137572387,0.09614672051905906,0.33755049111717816
ANXA11,2534,151.53481192072468,218.014199534528,0.48241553039972995,0.006514300155955317
FETUB,1627,0.4723106854546926,0.9877586467393981,0.26049342459015185,5.273090516332034e-7
GPR87,1608,0.06284389200042767,0.9377105437275198,0.46810951410294027,0.0036902677061935426
CGN,5091,1.46930363808393,2.907784726293986,0.6445908519198152,0.007760393957171125
JAKMIP2,6001,0.4597867213061367,0.28141108824034833,-0.24153872792322845,0.07325186877542178
COPS7B,1103,15.9306415174661,20.9843383723655,0.3149248157478012,0.3115897929719449
LETM1,5462,63.671724819549866,51.46031101168666,-0.23691216977043478,0.16620114814216844
CCDC189,1967,1.9411729618437032,1.72014916118511,-0.1014533201743145,0.17295167446015244
DEGS2,4352,2.3442109599533234,3.3348896798897165,0.3538435553445476,0.9985527356118798
KLRC4-KLRK1,1239,0,0.15762071662733232,0.03788425404402373,0.1801989691184077
PAFAH2,3581,21.8633103067461,13.927497649189798,-0.5512974041874753,0.029838253254491822
HKDC1,3689,52.3583891368111,95.09128370314643,0.7533232325333524,0.17651501747705414
SLC6A18,2121,0.08747336260733034,0.3420193613955893,0.1391936455835647,0.005399609798538889
OR1J2,942,0.107274923924297,0.08631964914391334,0.008035988642000919,7.132533904924099e-5
PRKD2,3070,20.30391222426317,23.1421672388413,0.16152768088145297,4.3808812130525155e-7
TGFB3,2522,0.621450469100154,0.35416216781938203,-0.1889089184872577,0.5283211337732485
SH3RF1,5272,10.745684591272676,11.843006386498873,0.12677694566565548,0.5900373300833422
DNAJB8,2465,0.17973172782042598,0.09831261602441614,-0.07950313873218705,0.03698584078849998
GNG8,216,0.39110196182157336,0,-0.009786137914727561,0.033025466213224414
PCSK1,5086,0.5112229075078326,0.5443453244565434,0.03485257930287784,0.0018651351794797474
CBR4,3443,2.6985786969286334,1.6791668549649765,-0.41803458704771823,0.9289849565238147
CBWD1,1706,11.273815557516281,9.02315785332024,-0.21767386556076962,0.6747119370029309
SLTM,4147,9.29753923238407,8.951563717248154,-0.029164349685861728,0.4207391402081341
MOB3A,3391,8.118886163867275,9.132386901133927,0.15835524215389993,0.5631268088093239
ZNF703,3349,4.929586142341603,4.3391247961329436,-0.12022945644114831,8.434517466524462e-4
C1orf189,387,0.26111880707154433,0,-0.009786137914727575,0.3436003016759689
HSPH1,5191,5.073219456023291,4.9828154079606,-0.004378973820812605,0.0013275186931618846
PYDC1,813,0.124296406318189,0.100016124838335,0.008035988642000919,0.0034157118951514665
ZBTB34,6528,1.31784328196097,2.291005201064553,0.5565687822862398,4.800534211494705e-4
RALBP1,4368,12.679095975409666,4.453503804474224,-0.8195124506464253,0.0038868277794449836
ZNF432,2577,0.338989561233332,0.16982253255780014,-0.1554342862930842,0.9999657018841297
PAK2,6139,15.934342169862367,19.37754508567926,0.17651334732588472,0.18232138873361975
C3orf52,2277,11.476778942765469,20.7643341453544,0.6732727634983608,0.053379210366661975
ATIC,2213,64.80069694505494,107.82493183582464,0.553826847248302,0.5769961879372302
TRIM46,3061,0.6150532261552183,1.2175984989397977,0.3720266128044475,0.05334900618471369
XPO4,9921,1.6910490802428535,2.0038922951542664,0.19483739785787904,0.8009448646080619
PNPLA6,4457,37.5190463245085,38.715562072014066,0.0522079119873295,8.950670841757866e-5
NAA30,7644,3.63611102740292,4.754041059248073,0.3374973147731435,0.8636109624741369
TRNT1,2276,6.166960076535354,6.180942595279304,0.026840444536675584,0.3418121835597391
HSPB9,1922,78.72824980464183,101.57304695111948,0.3015360352111387,0.058371607847244884
LMX1B,1300,2.5868094663503665,1.961943304650329,-0.10813641301193684,0.21022446144220377
PAEP,821,0,0.3922715931951766,0.05055051408672074,0.9609523667130674
NPIPB8,2058,0.07602270585544967,0.21342633449075032,0.11187967904900929,0.5763703135521523
MMD2,2335,0.2958440658559253,0.24870599613297265,-0.022855618507294055,0.5442278168645642
ARMC9,2300,6.152022393740247,4.106241741852017,-0.36559855622411747,3.7060052329715367e-4
FAM53B,3557,11.587633484996266,12.91437105501661,0.13779693785872657,0.06178452459945097
N6AMT2,1042,8.445072667811553,8.018206570749417,-0.05650044277304166,0.1141238445641769
INTS10,2804,33.710684601562534,22.380701566052597,-0.4759127263797423,0.4739759571245149
C1QA,1143,0.088410304756507,0.22631104370713198,0.048072537166495,0.9746756030239504
TFF1,551,12.671114994726167,14.458611169913333,0.13968928772717845,0.02524239259033636
RUFY2,3863,2.4305263021946533,2.7292623522826798,0.123985378752693,7.324916858629514e-5
NUDT7,1096,7.688960278140537,3.88868265767796,-0.5878262834135075,0.34454154443133395
TMEM35,2195,0.12301094571462734,0,-0.06486565559046592,0.6689291873515929
MYL7,612,0.37325397638491936,0,-0.0569006349174689,0.007082422542663666
TSC2,6156,18.6570969654734,25.434224122740066,0.38555440379008526,0.8477131872566255
PSME2,1404,165.6777021471453,147.577030711447,-0.1299280730354761,3.168445745669025e-4
REP15,1078,0.18748233457641503,0,-0.025676180372867372,0.03053039279260746
TFF3,1109,0.9586841633140374,0.4693818808616143,-0.1417547052249812,0.010978420495797751
NFYC,1202,36.67947503907174,42.46841012465303,0.19808852766519108,0.5111380404155877
BCL2L12,1431,40.426066468426164,28.837685524965632,-0.3620575956085054,0.08865501908908406
CTSA,2149,112.51107002230934,116.40232524890367,0.061124999897366875,9.111491083238918e-4
C11orf42,1142,0,0.24221118861193602,0.08581811445729179,0.01012475623415989
LRIF1,3475,2.1174799542914,1.9331575257781601,-0.04262524616433536,0.02947276737115924
NANOGNB,907,0.3159691074165767,0.7119169636240267,0.09837264837156756,0.8873687563253875
DHFR,1719,24.868184113445466,12.613707323837374,-0.6124372877991574,0.0022598594943031244
PSMB4,964,521.5552329565056,585.5723938115733,0.16686661157091862,0.20851712667762448
HELQ,3579,1.767012678817263,1.4763638817937368,-0.14849877391703198,0.0352059076148169
DPH5,1316,26.410239191453133,27.132827052029967,0.0501388711959543,0.6441630424328857
EFNA3,1782,4.617883357966033,4.304071923246798,-0.048552519948936675,0.04350346924391071
NINL,4969,8.15510732673575,4.5669138810162435,-0.5820917540784708,0.026188186046971203
UHRF2,3452,6.42169884286254,7.147479736845573,0.13888849743759565,0.2768436597538335
ZNF121,1563,4.2410719418373,5.08740182172356,0.1678834082963858,0.05315642757056718
GVQW1,1833,2.9873678819298566,3.474739731653296,0.11379519953582963,9.85767485402282e-4
TSPAN3,6467,97.04824202471002,75.73052124067006,-0.3059111767912639,0.7250363233940388
IGSF1,4378,0.24221789414112135,0.4663933388481463,0.22268769833286248,0.9485761548760905
NUDT3,9905,14.461143277057365,7.5474859558317,-0.7249528623446896,0.5129680807626401
ZFR,4738,10.070230311732965,15.797322820584668,0.554327253514064,0.7545020699674478
ATP1B2,3153,0.43643837437878136,0.7037357875512557,0.22394885685273064,0.6777311056159003
MRGPRX4,1444,0.06998128693676434,0.11151488158353166,0.01006889689228386,0.02569383366356717
CDX4,1515,0,0.106288771621531,0.02199407929371799,0.1143437081835549
HMGA1,2159,201.993321927387,320.43064460040665,0.5635324416048609,0.07916264674835602
ARHGAP11A,5898,4.199110911451723,2.3333777767510733,-0.5606393614199554,0.0907779884233523
CERS2,2505,452.292524414896,539.3211380888578,0.23577959323238576,0.00591820381147207
GUSB,2300,23.4702233666036,27.746293165473105,0.21099345766903094,0.17956093460536224
FILIP1L,4219,0.043975113081333804,0.0613115721633686,0.021102871929136024,0.8191567980418012
PQLC1,2555,23.462006787646867,19.4615075339001,-0.18236603510375032,0.0011334504041281598
CREB5,8532,0.06832143496772601,0.31972418067382963,0.5769679534629909,0.6036260262644462
PTPN20,1388,4.6731051820617004,3.78075757296315,-0.18505791332877147,0.4360627759142635
CFAP70,3703,0.2680331815769914,0.14896344175240336,-0.11787691971799863,0.6249202498425823
BPIFA2,1122,0.440612142303346,0.17405710151627865,-0.07479329987483307,1.5734972171950342e-5
ENOX2,3963,3.0766431307192037,1.8596097222292933,-0.44752433969679756,0.9540962415241041
VSIG1,2997,0.747920928348664,0.822945358486019,0.06664777732888613,0.00766303374483751
IL17C,1044,0.4204646296460974,0.154240889853084,-0.0814784465452237,0.080248201139737907
RP11-766F14.2,10086,0.19822163699143225,0.45903752570280165,0.4172123795978268,0.41666575694975366
NUDT13,2102,1.5346806004695066,1.4888944181900134,-0.003705139432740184,0.0011843567153841657
PRDM5,5330,1.2707240321521847,1.9270790768132666,0.38507889575109977,0.5788913524804329
SWI5,980,46.971602249362604,37.00145622316733,-0.21184022816733658,3.4084631777204254e-07
STRC,5680,0.133573761081658,0.2935948637555848,0.18410056605558736,0.9363569781731825
ZFYVE16,6773,1.1483658885817898,1.1711322402090403,0.037630618679697754,0.08430492364293667
PABPC1L2B,2197,0,0.07329425990287633,0.02199407929371799,0.8446814128648092
GPAT2,2761,0.10379716784745911,0.029450601048013933,-0.05477828225595115,0.8319909762657843
B4GALT2,2629,65.0261690569907,57.754522636603376,-0.11394868747636587,4.2005750068020256e-5
SNRPB,1008,1153.44752619392,1399.2818241633765,0.26095887809898266,0.7788416128300946
TTLL3,2767,0.49889564214638704,0.9770726906937036,0.30719463412013964,0.0158824600938585
TMEM98,4434,47.83683223966577,56.9958305214054,0.22123541393967783,0.0038898441040494097
DNPEP,2425,34.56286518486633,20.211143497760435,-0.5011648085848536,0.02665614660195841
AC024592.12,506,72.84741245259133,91.97249561116543,0.29482857489958963,0.3491941927627728
COPS7A,2127,86.64053054696497,71.19336293250903,-0.22844017844297534,2.1546275731268915e-6
LHFPL1,1675,0.120660272640821,0.05829613967201933,-0.01860957613222912,0.5404832809357195
CACNB3,2696,11.047636204008208,11.847621239351048,0.10287082546035409,0.3082441139920539
EPHB3,4236,0.7108146683147273,1.0268423565228186,0.26169085947782955,0.43410324684993057
CLCN2,3290,3.1429110950468604,2.6852615894005467,-0.14033483858993745,0.034555016277107886
SEPT7,4350,6.306023587589267,7.493646336326897,0.17210486728968846,0.8719007274474914
RPEL1,2130,1.8408678701235879,2.4592042345209397,0.2252018415733511,0.8851372136161819
EIF2AK2,10042,3.96582628647761,3.0627668669116335,-0.2652795346530145,0.3137512378594261
UBL3,4384,3.438587124993887,4.370229697105427,0.2523073151707413,0.06959142236924727
CDC14A,2417,1.42918082570727,1.4073086696271,-0.01861812168246243,0.16290223980806545
TAMM41,1213,9.935774886367179,11.882810798266258,0.19566674476616208,0.47566072559565303
SCT,366,0,0.662132782787393,0.06002178822231579,0.24953661830339896
SLC16A4,2632,53.12494141215446,46.3466658866842,-0.15853131592974226,0.29831541115928845
NOSIP,1005,182.38644161649964,189.9586048911523,0.06302540157306184,0.969178133753631
CCDC77,2371,2.0075375380252,1.1148781695717114,-0.35591818798474967,0.0037476563234632985
PLK3,2492,5.04715801404319,11.915837742339818,0.8978801641836254,0.2766862485095388
TEFM,1891,4.244124456933217,5.66528367109166,0.28497885290372704,6.347187302634391e-6
C16orf45,2404,37.06569022310941,38.4584948381146,0.059734998921338774,0.017590319230231063
PLAC8,1447,1.0744967271694423,1.2984742955758735,0.07368946738410019,2.0941728004265033e-6
NXT1,1123,126.44588074220998,153.093177737417,0.2471048916913258,0.9743343380664858
POLR1C,1355,31.6291539649893,37.580443911904105,0.22113302484781336,0.854748008020012
LIPI,1652,0,0.09747426695315968,0.02199407929371799,0.018884060983778928
OR7G3,939,0.10761765531063633,0.5509553204627297,0.1238282936782954,0.01488601853850794
YIPF3,1576,112.67362487982767,112.67699697222524,0.014637982214410494,0.11798536126602142
UNC45A,3252,64.9262232016935,85.89019562509998,0.35266498451831935,0.12005807173978163
DCAF8L2,2013,0.12589869411841967,0.217403212320641,0.05819182110408587,3.3141884141324376e-4
TPH1,5325,0.28157652843199166,0.477170688481192,0.24254925291125978,0.9796340844170566
NRM,1755,14.255217415663466,8.94006130011134,-0.426713269418985,0.932775550332484
PRMT6,2616,0,0.037326465577459,0.021994079293717998,0.33692254749625755
ZBTB20,2816,12.275843663055198,16.202685177115836,0.3299957013015042,0.06713595999121452
ONECUT1,2092,0.6233812091392169,0.36560007033842873,-0.1208206829290829,0.09883374444989038
WFDC11,614,0.446388699626109,0.3946915285019317,-0.012785168273700897,0.9907650032987392
CRLF3,2957,8.628463742696084,8.025632095785054,-0.06703221079479504,0.1442767582737921
SYNE4,1354,0.3302159119676323,0.6223039024289286,0.13465030922011012,0.10090139035647888
HOXC12,3335,0,0.05855834119977967,0.03788425404402373,0.37810682745957025
NAP1L3,2639,0.2754345937623144,0.14181554048710246,-0.11160414713001907,0.6534877505669268
NQO1,2912,1006.6643449716911,1103.4655320113068,0.10427542609053882,0.007861306313898425
IZUMO1,1621,0,0.050162313074377664,0.02199407929371799,0.01823845142166719
RPS11,614,9388.940117000524,9123.637715660958,-0.018047093607833155,0.19919998621164028
SKA1,2905,18.4756332920299,7.060527026775124,-0.313086349382624,0.9304881741376698
FKBP8,1849,254.19263160571268,224.92308069223398,-0.13889635563220162,0.12887186697471636
ZNF71,5428,8.926907094923047,9.656375170858633,0.10765467136647905,0.030335840937590872
KCMF1,7568,18.527249744673103,24.017603167191265,0.31715689956720994,0.1262768486112839
OFD1,3611,1.5976595464009566,1.6077812395469566,0.0175273704923506,0.9118989386156385
C1QTNF9,1854,0.054505382058623326,0.17370818663065768,0.042225603724543405,0.9445531029524711
ZAR1,1460,0.05786166010510934,0,-0.009786137914727561,0.23833464351485387
HCFC1R1,618,179.80456083511035,277.43814125203795,0.5037108732526131,0.2635706513804681
TTC22,3345,0.58030220741892935,0.6503376323775717,0.06044091880229477,0.09222817828984815
SLX4IP,6062,4.206294019857906,3.2309290395446166,-0.2675514152781457,0.0021693345774598024
DPM2,1542,39.58279366052627,30.844511853141437,-0.23128337651928904,0.9303871793024562
ADH1A,1499,0.19118344257960965,0.17363058901785533,0.004289893116516998,0.019107617503545074
UBAP1L,1381,0.17741230132570499,0.233204183934279,0.011454553629495538,0.0022377801030036494
AIFM1,2260,70.3756342085124,54.2018273409644,-0.30797848628326036,0.06940406697372202
SCGB2B2,2505,0.067447523954858,0.19348550778457965,0.08684986094467333,0.7135561017667338
C1orf228,1685,0.4157545495932063,0.6322906219411663,0.08795306218133314,0.29453289056843784
SOX8,3049,0.7160006768467531,0.8204419556163437,0.07518970963025745,0.5038692140372725
ADH4,1993,0.6336258449067437,0.17059038256438466,-0.2829049524330826,0.4026207363968432
TRAIP,2028,9.959669175998258,3.4528965361020574,-0.8032985099645492,0.07947173213908959
CYFIP1,6793,55.920634778134435,67.3153190577756,0.25474687954275366,0.001795900311428408
MMAA,7068,0.4256168843259407,0.25432642843869896,-0.2906363163575242,0.012436844690744856
RGAG4,4105,1.2439004338127102,1.5895439011921593,0.16603940187717767,0.010093840378074077
MBL2,3569,0.0236699422116726,0,-0.009786137914727561,0.08991238876434657
DSCR8,534,0.5366741206495033,0.18285774148058467,-0.05169461145203863,0.008863553524359176
E2F3,4749,5.35765491365158,5.170644602631423,-0.02147441646336835,0.29954403650472694
TMEM246,4244,16.471064588091668,15.982330315938233,-0.023980155868313174,0.13094692240091052
LAMC3,6133,0.16524635143740132,0.20425794947161102,0.08639236210330667,1.7946910044153375e-4
PLPPR2,2727,7.907474010633514,10.527003420458579,0.3477734146414489,0.036943359590804
DNAJB2,1946,24.332806232044764,23.454541837271567,-0.0363244125318421,0.09668017859238383
SERPINA9,1333,0,0.07325283867264233,0.021994079293717998,0.016884266983286315
GCNT2,4214,2.6687319357182537,3.637395092815043,0.3316874452290885,0.32826134092984594
PDCD7,2851,20.189769302322034,21.832306424919533,0.1054981086669022,0.3821677998662216
MCMBP,4169,26.106495501326503,26.080600738121863,0.0116096571536205,0.020401861159520817
USH1C,2700,50.8142435064179,30.21187924743333,-0.47886317912410187,8.369246054070905e-5
TLR3,6015,0.561642512902841,0.538460321779146,-0.03646519706872342,0.3328948916682393
GEMIN4,3748,44.2735299629191,46.394189476984934,0.05892222320811918,0.7058298707290636
IMMT,3001,51.41725573686417,38.45208185356963,-0.2898784491803185,0.1476542504909802
MMP25,3554,0.06779199561169803,0.286989278939914,0.2663124054572122,9.775650189867903e-5
ENTPD6,2750,225.91686153576268,155.57379964995735,-0.3080427809030931,0.3272920832187462
INSL6,758,0,0.21243732058920797,0.02199407929371799,8.197721617260874e-5
PCCA,2494,6.869541956157671,5.804464815138727,-0.17223442380779286,0.930520425220679
CCND2,6480,0.11708317329379901,0.17271676871660502,0.1127772235163394,0.790873452592184
ATP5J,614,147.51960097015834,123.70290904521868,-0.20221716878570398,0.9572976348827512
SSTR5,1362,1.16589329910473,0.7845867532539575,-0.14871382178305448,0.1284040093475996
ZSCAN31,3050,1.190725831597037,1.005451188449566,-0.09436447749750516,0.08539869179005125
PMM2,2313,109.90350251583966,102.94533236751903,-0.06332524799235223,0.4826451743419386
RPRD1A,1850,20.362604204617334,20.312380276410966,0.014446025791681865,0.5109900031776302
PAPL,2966,0.5801843296434243,0.808980718669528,0.17996651917183337,0.021793628805698483
SPATA13,6665,2.0268936859974764,2.0781774421251398,0.044050883884663224,0.260858294202848
RNF128,2817,1.0890079959021666,0.6052825221822487,-0.28016945772223023,0.44837410122618127
FHAD1,5090,0.47896819103539867,0.4515900427627037,-0.026808366086367226,0.9126437338244398
C17orf78,1862,0,0.08648092857498367,0.02199407929371799,0.0014987186232052155
CCDC64B,1811,0.20489343135300633,0.31164857896931236,0.04589948937528028,0.03333625861860455
TECTB,2713,0.05306060073502067,0,-0.02567618037286743,0.0481170380579572
ATAD3A,2492,30.049032160043804,35.00807839720736,0.1857833773109071,0.11440600582325139
FAM163B,811,0.10416525740253967,0,-0.009786137914727561,6.565459437853699e-4
HOXA11,2295,0.399336178978527,0.6358131998842783,0.17706774439139167,0.2980425840283134
PLA2G12A,5226,7.864085295584814,6.131614212754734,-0.26109454430771917,0.5029115595487658
ATRIP,2590,9.074725809591953,7.226583326092917,-0.2514929059658966,0.0032902119826415644
PADI3,3189,0.8517653443401384,0.7947773234180406,-0.016789828488677435,4.965750490692681e-4
FCF1,4341,8.786645391111806,7.805485733214276,-0.1295619315343353,0.326103816588328
BLOC1S2,1249,60.902168234564066,64.29037118061125,0.07655479585275488,0.4101200445658292
ISG15,711,25.46090356174987,29.734869536556403,0.13510816047508023,0.5694535063081886
ZKSCAN3,4725,1.5256100373675532,1.7658818863781935,0.14919911058741758,0.5772300255194174
KLF15,2574,0.10004184420637267,0.10111587138219301,0.013182372153209797,0.7159823564751533
PTPN4,10300,1.0590684168717313,1.1901995185230467,0.13103168024089945,0.028913374887732927
DPPA2,1383,0,0.05879472848414066,0.02199407929371799,0.02386127427616161
NIPA2,3233,61.61877653895391,42.72881620786726,-0.43871672673281153,0.016843348610130104
WFDC2,614,0.164581397942488,0.26225975408244234,0.01006889689228386,0.04247646239925603
JAG1,6048,37.68925100759793,61.77869951844286,0.5236813253180758,0.004340825461541268
TRAF4,2923,92.37937039728882,136.42278487764133,0.4964205907956495,0.6496095645897524
HBE1,913,0.09252795591835666,0,-0.009786137914727561,0.3620180092156693
TTC24,1969,0.09422600410875932,0.08178135551377333,-0.021283580087793724,2.8325001426159298e-5
GABPA,5120,1.456690115627705,1.76720427036297,0.196884669389891,0.15351863293634224
CARHSP1,598,137.42432595495,144.184900094482,0.072660098469407,0.6188945114822041
NUDT10,1917,1.2047063596406777,1.0472641933137938,-0.07117095189987156,0.2858088380306812
BCL6B,3555,0.04867220344127796,0.16335541518157257,0.11256516677877426,0.7925164514281953
POLA1,5440,8.915653943367035,6.259381613384534,-0.39693460253199103,0.06558455602147503
PCDH11X,9179,0,0.017717204378160233,0.03788425404402374,0.0032210719540434994
EYS,10589,0.09021657630430809,0.0338009525817733,-0.18669838499980923,0.17777380119386704
SPATA2L,2335,18.728153527550734,24.405616449096467,0.3321900171086899,0.08563184802240492
PCDH17,8232,0.02455125809929243,0.06502413755491764,0.11436059935482246,0.8539684448895554
DPF1,1562,3.3794367097842866,2.340396791572342,-0.20143209092105618,0.008404310353160827
RP11-834C11.12,777,0.33141275030528033,0.334970724501628,0.013182372153209797,0.23265033824686568
HOXC8,1889,1.2715973460234433,2.080467554402747,0.32441869951493113,0.17146925685300843
LSM6,1352,16.089559964761033,14.370291388294694,-0.0748593253531435,0.14589361165768952
IP6K3,2610,0.46043588966328247,0.5204397700470343,0.034277398734850174,0.6568593977884795
GPX6,1712,0.15041338024953432,0.11407246956849566,-0.01775841816630195,0.012188668295861554
DCLRE1C,2354,1.922733122095404,2.3752026832950133,0.1307284872142025,0.8013736411092207
HOXC11,3261,0.46362966352553237,0.3132654484308397,-0.1447710021905965,0.5795424331932406
C5orf28,1927,7.645976519820233,7.76057468301719,0.033073623729627556,0.9491419781404224
AKNAD1,3053,0,0.08472765245897533,0.06150368085986262,0.9840845002867292
WDR78,3848,0.3810408276335497,0.3712254905386077,-0.008416384580142117,0.006980030756211498
OSGIN1,1940,18.522338599493903,36.717716920947204,0.47765416184148196,0.8841803031733434
NCOA4,3489,37.9053178954598,34.412209126519905,-0.0855283845505136,0.007852417297290103
DRC7,3041,0.282720138533543,0.3836253550392257,0.05776800833440727,0.2972008339808945
RP1L1,7973,0.04289298015059103,0.12017774642881966,0.23866128810596834,0.012680123609732266
CCNI,2772,95.04995690475086,104.60852882763966,0.14014077432324756,0.1854932425186036
STK36,4933,4.96158995462302,4.632813916680433,-0.06724462682495233,0.8066208937259854
CHST14,3574,10.084992696629767,5.947102594211967,-0.6132703787475942,0.2410416136672041
IQSEC3,2701,0.0312765730297888,0.036151808200900665,0.008033457124601474,0.1257200157952159
CS,2975,159.53271965175,194.916814588817,0.27449123653500035,0.05837830763858752
BAZ2B,8289,0.5715212027789183,0.583078562195957,0.03703511883688385,0.1251080023887185
ARL8B,2981,26.7703676741445,28.418724327173198,0.08570451489870942,0.8341697296159761
TMEM186,1448,18.993067396403035,17.818116167920802,-0.06819264259580776,0.3130598516489051
PRB2,1429,0.05911688156295267,0,-0.009786137914727561,0.7457848814464777
ADH6,1691,3.182277499476287,1.4413071337795713,-0.47693671416664846,2.2583720125694245e-4
COG6,3563,1.8126625199055264,2.61385189647424,0.3496129333761791,0.829814941823049
POLE3,2109,154.60187288329067,112.57618535417754,-0.3501137584944477,2.6878445350701974e-7
OR51J1,951,0,0.10267721761370367,0.021994079293717998,0.21809698324836982
COL24A1,6825,0.10447585859647728,0.20165266729089235,0.19682253411495607,0.10104759943148094
TMC3,4641,0.09815557593918434,0.021039869414055667,-0.10219769755426512,5.865566307735251e-4
XPO1,4105,26.00971626529493,29.874211120925136,0.17894579515455789,0.5310491870051212
AMY1A,1790,3.36071960102311,5.608533245866734,0.33488901031018764,0.7443630897182035
NLRC5,6724,2.9058654183073003,2.8263605792513062,-0.024437484408860895,3.5895708763016547e-4
KRTAP21-2,440,0.16358342022058067,0.18480252157628732,0.007286096895869807,0.19710556749501146
CLDN3,1274,19.24892309481598,41.32346553031086,0.7133891647626073,0.9152950039922105
NPIPB3,1254,0.13473369019690534,0,-0.02567618037286734,0.1431860751077202
THOC6,1419,61.32444190152273,130.94927419977645,0.8320100143078588,0.6408061512472464
RAB18,4886,9.868978632009187,13.549281674777875,0.35032569953687637,0.024390766132641593
TMEM8C,818,0,0.29625990036697564,0.06002178822231579,0.2625379650042611
PGRMC2,2767,29.627960626810765,27.948405523086265,-0.06028639864511316,0.5583366875034517
CXorf49B,1715,0,0.09482578366596667,0.03788425404402374,0.2872277888005856
ADAMTS10,3749,12.586157869247335,12.743823687438827,0.024128249223783992,0.7749041112372421
INPP5F,5063,1.6865942730853367,1.5423394678207887,-0.05904000219600011,0.8802429552962872
NOTCH4,6745,0.1715951494677083,0.1876722711053271,0.02967976361400345,0.728719650875818
ENPP4,4651,0.2333761724925043,0.05596049299887449,-0.2776861224974352,0.9627563619979717
FBXO9,3418,21.335935857684266,21.486494464753434,0.02056126223828557,0.0027162034040005664
KIF26A,5649,1.6974444672339333,1.5238985581668734,-0.09176809656445775,0.7317183362567006
TGFB1I1,1803,11.9932851524256,24.61289641475123,0.8536877137575359,1.0421788614637596e-5
TSHR,4566,0.044263240620537665,0,-0.025676180372867372,0.31756879110584824
SGPP2,3336,8.754379528265437,9.241490575790753,0.07327550782840347,0.4524205650296765
BCORL1,7127,1.0512614859580616,1.4462178740409515,0.3072939242009041,0.22290072934130692
CDC37,1608,182.377843746019,150.06303742574167,-0.22503147344425642,0.01632525818025006
NQO2,10084,11.16570238550922,10.08141837527298,-0.11119659904588479,0.10610682258775145
U2AF1,962,36.16724333093583,35.375861923288866,-0.004958581850215869,0.07935064809125798
MEF2D,5965,14.5874816156119,23.700368663109362,0.6108362771231234,0.003781875304002051
GPATCH3,2123,12.851826766115465,13.228866029251874,0.042136248958748984,0.94270699716415
GALNT1,3847,13.899944534961401,11.77481451932079,-0.13904193077214752,0.9159465974078185
PRKG1,6487,0.031155535173944097,0.024823106059290834,-0.01871735253762488,0.8991178504920413
PAX9,3104,1.3305005908782899,1.47888082820565,0.09929138151185618,0.4927540453657218
PLEKHA5,4238,2.757443104755243,2.6319568336924437,-0.038706015512930896,0.6728963841739585
CDC25B,3597,184.79223482660632,209.837893806299,0.15446269825503844,0.8102340855671788
MTIF3,1005,12.972095662908366,7.073291592709847,-0.5244877564183351,2.762384356085683e-7
BST1,1480,32.23700164610464,30.800347977189663,-0.037593186799349226,0.40618056840915945
