Gene,Length,RPF,mRNA,TE
YNL042W,396,6.33,16.41,0.385740402193784
YNL044W,176,162.12,144.01,1.12575515589195
YNL045W,671,82.34,93.81,0.877731585118857
YNL046W,172,27.31,52.65,0.518708452041785
YNL047C,656,9.7,23.86,0.406538139145013
YNL048W,548,31.57,51.91,0.608167983047582
YNL049C,876,27.89,57.19,0.487672670047211
YNL050C,270,49.41,39.37,1.25501651003302
YNL051W,403,21.24,31.14,0.682080924855491
YNL052W,153,204.24,109.37,1.86742251074335
YNL053W,489,13.18,28.38,0.464411557434813
YNL054W,1165,16.2,32.06,0.505302557704304
YNL055C,283,1608.55,908.48,1.7705948397323
YNL056W,197,42.49,77.7,0.546846846846847
YNL059C,755,45.76,80.11,0.571214579952565
YNL061W,618,155.53,159.51,0.97504858629553
YNL062C,478,74.17,82.27,0.901543697581135
YNL063W,314,9.43,26.8,0.351865671641791
YNL064C,409,1152.51,727.52,1.5841626347042
YNL065W,586,12.18,20.91,0.582496413199426
YNL066W,420,391.72,451.84,0.866944050991502
YNL068C,862,20.05,35.97,0.557408951904365
YNL069C,198,6241.33,4611.32,1.35348013150248
YNL070W,60,521.67,221.47,2.35548832799025
YNL071W,482,610.85,488.17,1.25130589753569
YNL072W,307,31.23,36.87,0.847030105777055
YNL073W,576,14.18,49.22,0.288094270621699
YNL074C,452,55.3,51.83,1.06694964306386
YNL075W,290,109.14,83.33,1.30973238929557
YNL076W,584,17.9,32.95,0.543247344461305
YNL077W,528,15.95,25.35,0.629191321499014
YNL078W,407,37.62,67.96,0.553560918187169
YNL079C,199,1294.77,617.29,2.09750684443292
YNL080C,366,21.42,66.16,0.323760580411125
YNL081C,143,140.09,102.56,1.36593213728549
YNL082W,873,15.45,22.66,0.681818181818182
YNL083W,494,9.73,20.32,0.478838582677165
YNL084C,349,131.81,119.02,1.10746093093598
YNL085W,830,127.5,250.11,0.509775698692575
YNL086W,102,31.63,21.71,1.45693228926762
YNL087W,1178,59.28,117.31,0.505327764043986
YNL088W,1428,58.13,105.19,0.552619070253826
YNL090W,192,68.84,83.05,0.828898254063817
YNL091W,1240,28.28,66.08,0.427966101694915
YNL092W,400,4.18,5.54,0.754512635379061
YNL094W,587,8.25,46.28,0.178262748487468
YNL095C,642,12.46,25.6,0.48671875
YNL097C,330,22.17,29.38,0.754594962559564
YNL099C,238,60.08,84.37,0.71210145786417
YNL100W,234,50.39,51.74,0.973908001546193
YNL101W,713,15.76,49.42,0.318899231080534
YNL102W,1468,37.76,68.02,0.55513084386945
YNL103W,672,27.08,48.26,0.561127227517613
YNL104C,619,284.85,331.47,0.859353787673093
YNL106C,1183,10.2,22.84,0.446584938704028
YNL107W,226,30.82,30.49,1.01082322072811
YNL108C,270,103.28,85.31,1.21064353534169
YNL110C,220,273.86,166.21,1.64767462848204
YNL111C,120,352.3,172.25,2.04528301886792
YNL112W,546,337.78,254.01,1.32979016574151
YNL113W,142,295.3,188.2,1.56907545164718
YNL115C,644,28.84,33.09,0.871562405560592
YNL116W,522,30.43,33.56,0.90673420738975
YNL118C,970,58.87,86.2,0.682946635730858
YNL119W,493,19.73,37.73,0.522926053538298
YNL121C,617,233.86,244.48,0.956560863874346
YNL122C,115,91.5,44.08,2.07577132486388
YNL123W,997,75.99,100.9,0.753121902874133
YNL124W,492,26.84,26.41,1.01628171147293
YNL125C,673,8.09,23.47,0.344695355773328
YNL126W,846,10.16,29.84,0.340482573726542
YNL127W,953,11.84,31.71,0.373383790602334
YNL129W,240,47.3,51.27,0.922566803198752
YNL130C,393,105.63,153.78,0.686890362856028
YNL131W,152,583.84,371.06,1.57343825796367
YNL132W,1056,105.01,144.71,0.72565821297768
YNL133C,173,24.01,21.34,1.12511715089035
YNL134C,376,154.1,100.39,1.53501344755454
YNL135C,114,2023.8,1213.98,1.66707853506648
YNL136W,425,16.91,19.45,0.869408740359897
YNL137C,486,52.67,64.1,0.821684867394696
YNL138W,526,299.66,259.74,1.15369215369215
YNL138WA,85,81.1,44,1.84318181818182
YNL139C,1597,27.19,62.56,0.434622762148338
YNL141W,347,102.81,98.29,1.04598636687354
YNL142W,499,2.36,10.06,0.234592445328032
YNL144C,740,1.81,5.99,0.302170283806344
YNL145W,38,1781.4,643.68,2.76752423564504
YNL147W,115,272.8,150.21,1.81612409293656
YNL148C,254,19.79,22.28,0.888240574506284
YNL149C,129,355.04,313.22,1.13351637826448
YNL151C,251,95.82,71.76,1.33528428093645
YNL152W,409,21.92,32.25,0.67968992248062
YNL153C,129,191.11,147.26,1.29777264701888
YNL154C,546,135.76,155.13,0.87513698188616
YNL155W,274,94.4,105.08,0.898363151884279
YNL156C,299,46.24,64.19,0.720361427013554
YNL158W,198,39.46,41.76,0.94492337164751
YNL159C,289,33.36,41.38,0.806186563557274
YNL160W,354,167.25,88.7,1.88556933483653
YNL161W,756,41.08,57.74,0.711465188777277
YNL162WA,72,43.82,36.91,1.1872121376320799
YNL163C,1110,40.57,57.51,0.705442531733612
YNL164C,351,25.9,27.34,0.947329919531821
YNL165W,406,12.06,21.33,0.565400843881857
YNL166C,448,74.23,56.36,1.31706884315117
YNL167C,647,16.17,27.92,0.579154727793696
YNL168C,259,100.84,101.85,0.990083456062838
YNL169C,500,34.84,62.01,0.561844863731656
YNL172W,1748,5.3,21.51,0.246397024639702
YNL173C,366,61.21,55.8,1.09695340501792
YNL175C,403,193.01,154.61,1.24836685854731
YNL176C,636,16.21,32.35,0.501081916537867
YNL177C,309,78.42,73.74,1.06346623270952
YNL178W,240,7794.45,6089.15,1.28005550856852
YNL180C,331,50.34,80.74,0.623482784245727
YNL181W,407,59.7,58.04,1.02860096485183
YNL182C,555,48.34,69.17,0.698857886366922
YNL183C,790,21.3,32.21,0.661285315119528
YNL185C,158,90.21,86.59,1.04180621318859
YNL186W,792,37.74,77.86,0.48471615720524
YNL188W,433,10.03,32.28,0.310718711276332
YNL189W,542,315.36,258.79,1.2185942269794
YNL191W,357,34.14,45.63,0.74819197896121
YNL192W,1131,48.35,86.59,0.558378565654233
YNL193W,558,19.95,36.16,0.551714601769911
YNL197C,661,46.66,53.98,0.864394220081512
YNL199C,534,32.43,50.41,0.643324737155326
YNL200C,246,27,23.81,1.13397732045359
YNL201C,858,28.51,55.98,0.50928903179707
YNL202W,292,7.74,7.42,1.04312668463612
YNL206C,455,28.28,57.87,0.488681527561776
YNL207W,425,84.73,71.33,1.18785924575915
YNL208W,199,816.79,488.2,1.6730643179025
YNL211C,86,13.49,28.61,0.471513456833275
YNL212W,782,57.26,70.8,0.808757062146893
YNL213C,214,13.41,38.41,0.349127831293934
YNL214W,199,21.94,24.48,0.89624183006536
YNL215W,320,62.5,25.07,2.49301954527323
YNL216W,827,91.78,84.74,1.08307764928015
YNL217W,326,64.41,121.53,0.529992594421131
YNL218W,587,13.16,22.72,0.579225352112676
YNL219C,555,51.95,95.24,0.545464090718186
YNL220W,433,394.68,327.34,1.20571882446386
YNL221C,875,24.86,61.31,0.405480345783722
YNL222W,206,53.03,43.48,1.21964121435143
YNL223W,494,7.37,13.45,0.547955390334573
YNL224C,767,30.1,36.06,0.834719911259013
YNL225C,581,15.43,26.6,0.580075187969925
YNL227C,590,20.23,30.95,0.653634894991923
YNL229C,354,83.66,60.75,1.37711934156379
YNL230C,379,6.34,17.79,0.356379988757729
YNL231C,351,234.06,175.13,1.33649289099526
YNL232W,292,84.85,80.23,1.05758444472143
YNL233W,892,23.4,33.55,0.697466467958271
YNL234W,426,4.78,11.9,0.401680672268908
YNL236W,974,18.03,45.68,0.394702276707531
YNL237W,459,6.75,7.61,0.886990801576872
YNL238W,814,33.96,67.29,0.504681230494873
YNL239W,454,115.27,130.95,0.880259641084383
YNL240C,491,22.93,40.8,0.562009803921569
YNL241C,505,278.63,319.17,0.872983049785381
YNL242W,1592,8.15,18.21,0.447556287753981
YNL243W,968,110.02,150.09,0.733026850556333
YNL244C,108,1168.21,869.92,1.34289359941144
YNL245C,179,27.91,26.39,1.05759757483895
YNL246W,264,65.67,66.93,0.981174361272972
YNL247W,767,205.18,231.25,0.887264864864865
YNL248C,415,167.44,152.27,1.09962566493728
YNL249C,542,6.26,13.17,0.475322703113136
YNL250W,1312,8.59,25.58,0.33580922595778
YNL251C,575,84.79,79.51,1.0664067412904
YNL252C,281,55.24,53.94,1.02410085279941
YNL253W,422,23.05,29.16,0.790466392318244
YNL254C,401,9.65,20.99,0.459742734635541
YNL255C,153,996.04,558.09,1.78473006145962
YNL256W,824,29.31,56.44,0.519312544294826
YNL257C,1229,9.29,41.41,0.224341946389761
YNL258C,754,26.29,49.22,0.534132466477042
YNL259C,73,221.53,170.57,1.29876297121416
YNL260C,198,49.87,38.03,1.31133315803313
YNL261W,479,17.41,38.22,0.455520669806384
YNL262W,2222,21.68,55.51,0.390560259412718
YNL263C,314,136.08,112.85,1.20584847142224
YNL264C,350,51.59,62.01,0.831962586679568
YNL265C,298,57.09,42.61,1.33982633184698
YNL267W,1066,22.52,50.88,0.442610062893082
YNL268W,611,138.5,135.08,1.02531832987859
YNL271C,1953,16.75,71.37,0.234692447807202
YNL272C,759,22.82,65.04,0.350861008610086
YNL273W,1238,11.19,29.1,0.384536082474227
YNL274C,350,35.71,28.4,1.25739436619718
YNL275W,576,9.66,23.75,0.406736842105263
YNL277W,486,21.38,23.59,0.90631623569309006
YNL278W,1060,14.43,25.26,0.57125890736342
YNL279W,661,2.21,4.69,0.471215351812367
YNL280C,438,104.58,145.29,0.719801775758827
YNL281W,153,391.12,386.97,1.0107243455565
YNL282W,195,23.76,29.02,0.818745692625775
YNL283C,503,22.98,64.87,0.35424695544936
YNL284C,322,65.35,73.67,0.887063933758653
YNL286W,285,20.6,30.05,0.685524126455907
YNL287W,935,183.51,261.76,0.701062041564792
YNL288W,373,44.09,50.01,0.881623675264947
YNL289W,279,59.8,61.21,0.976964548276425
YNL290W,340,71.65,77.01,0.930398649526036
YNL291C,548,20.36,50.47,0.403407965127799
YNL292W,403,68.02,54.71,1.24328276366295
YNL293W,633,12.61,20.6,0.612135922330097
YNL294C,533,6.8,33.61,0.202320737875632
YNL295W,524,11.99,25.27,0.474475662841314
YNL297C,1636,22.24,60.11,0.369988354683081
YNL298W,842,20.91,37.17,0.562550443906376
YNL299W,642,16,25.99,0.615621392843401
YNL300W,102,323.51,121.59,2.66066288346081
YNL304W,417,16.1,23.13,0.696065715520969
YNL305C,297,56.59,47.39,1.19413378349863
YNL306W,217,133.97,146.51,0.914408572793666
YNL307C,375,148.9,174.29,0.854323254346205
YNL308C,591,125.62,93.77,1.33966087234723
YNL309W,420,22.06,22.85,0.965426695842451
YNL310C,174,82.29,64.49,1.27601178477283
YNL311C,763,8.42,18.77,0.448588172615876
YNL312W,273,144.27,96.09,1.50140493287543
YNL313C,904,50.46,79.1,0.637926675094817
YNL314W,255,9.12,21.42,0.425770308123249
YNL315C,318,53.58,65.62,0.816519353855532
YNL316C,334,25.68,26.38,0.973464746019712
YNL317W,465,21.78,30.38,0.716919025674786
YNL320W,284,37.35,41.24,0.905674102812803
YNL321W,908,23.17,47.1,0.491932059447983
YNL322C,313,201.43,202.84,0.99304870834155
YNL323W,414,83.52,91.89,0.908912830558276
YNL325C,879,8.6,18.31,0.469688694702348
YNL326C,336,15.29,31.93,0.478860006263702
YNL327W,1041,223.14,249.48,0.894420394420394
YNL328C,146,11.85,21.57,0.549374130737135
YNL329C,1030,7.65,36.08,0.212028824833703
YNL330C,433,59.69,80.59,0.740662613227448
YNR001C,479,156.28,165.42,0.944746705356063
YNR003C,317,74.13,66.76,1.11039544637507
YNR004W,146,9.41,14.16,0.66454802259887
YNR006W,622,34.05,34.42,0.989250435793143
YNR007C,310,19.94,13.49,1.47813194959229
YNR008W,661,50.25,45.42,1.10634081902246
YNR009W,249,49.31,35.58,1.38589094997189
YNR010W,149,37.79,29.07,1.2999656002752
YNR011C,876,16.52,31.69,0.521300094667087
YNR012W,501,30.84,41.16,0.749271137026239
YNR013C,894,49.17,71.79,0.684914333472628
YNR014W,212,12.99,6.96,1.86637931034483
YNR015W,384,38.89,54.21,0.717395314517617
YNR016C,2233,406.36,670.3,0.606236013725198
YNR017W,222,182.11,177.13,1.02811494382657
YNR018W,224,209.01,173.79,1.20265838080442
YNR019W,642,66.4,63.55,1.04484657749803
YNR020C,270,26.44,19.32,1.36853002070393
YNR021W,404,218.7,256.67,0.852066856274594
YNR022C,139,93.6,94.18,0.993841579953281
YNR023W,566,18.93,23.13,0.818417639429313
YNR024W,186,39.92,31.75,1.25732283464567
YNR026C,471,56.39,50.89,1.10807624287679
YNR027W,317,20.56,32.6,0.630674846625767
YNR028W,308,52.61,62.64,0.839878671775223
YNR029C,429,33.81,36.94,0.915268002165674
YNR030W,551,57.34,84.23,0.680755075388816
YNR031C,1579,11.26,46.72,0.241010273972603
YNR032CA,73,114.76,105.17,1.09118569934392
YNR032W,368,20.78,38.25,0.543267973856209
YNR033W,787,30.01,55.09,0.544744962788165
YNR034W,321,42.69,25.91,1.64762639907372
YNR034WA,98,16.99,8.54,1.98946135831382
YNR035C,342,232.68,202.9,1.14677180877279
YNR036C,153,216.01,217.77,0.991918078706893
YNR037C,91,132.5,130.88,1.01237775061125
YNR038W,629,44.96,69.09,0.650745404544797
YNR039C,605,15.87,29.04,0.546487603305785
YNR040W,256,28.02,33.45,0.837668161434977
YNR041C,372,34.59,39.16,0.883299284984678
YNR043W,396,291.46,235.51,1.23756952995627
YNR044W,725,41.14,31.7,1.29779179810726
YNR045W,489,8.19,17.61,0.465076660988075
YNR046W,135,242.27,135.25,1.79127541589649
YNR047W,893,21.87,55.28,0.395622286541245
YNR048W,393,13.12,18.53,0.708041014570966
YNR049C,210,41.62,36.09,1.15322804100859
YNR050C,446,175.54,152.39,1.15191285517422
YNR051C,515,61.62,120.51,0.511326860841424
YNR052C,433,61.83,62.51,0.989121740521517
YNR053C,486,135.06,156.46,0.863223827176275
YNR054C,316,84.62,51.4,1.64630350194553
YNR055C,586,26.05,60.55,0.430222956234517
YNR057C,237,4.26,10.8,0.394444444444444
YNR059W,580,2.48,14,0.177142857142857
YNR060W,719,3.54,5.48,0.645985401459854
YNR061C,219,101.98,103.82,0.982277017915623
YNR063W,607,6.38,12.08,0.528145695364238
YNR066C,436,3.14,12.19,0.257588187038556
YNR067C,1117,145.93,190.82,0.764752122419034
YNR074C,378,28.85,43.1,0.669373549883991
YNR075W,374,7.78,20.66,0.376573088092933
YOL001W,293,5.77,23.18,0.248921484037964
YOL002C,317,54.76,66.6,0.822222222222222
YOL003C,378,21.05,35.67,0.590131763386599
YOL004W,1536,69.46,133.77,0.519249458024968
YOL005C,120,278.06,136.98,2.02993137684334
YOL006C,769,55.51,70.65,0.785704175513093
YOL007C,341,60.91,57.87,1.05253153620183
YOL008W,207,35.37,35.9,0.985236768802228
YOL009C,271,8.7,13.26,0.656108597285068
YOL010W,367,70.35,64.1,1.09750390015601
YOL011W,686,7.37,39.39,0.187103325717187
YOL012C,134,301.95,222.2,1.35891089108911
YOL013C,551,17.11,36.44,0.46953896816685
YOL016C,447,44.24,47.01,0.941076366730483
YOL017W,714,12.39,17.51,0.707595659623072
YOL018C,397,36.1,30.99,1.1648919006131
YOL019W,551,37.28,51.45,0.724586977648202
YOL020W,592,40.25,94.69,0.425071285246594
YOL021C,1001,68.9,91.35,0.75424192665572
YOL022C,408,82.72,84.56,0.978240302743614
YOL023W,676,6.3,17.55,0.358974358974359
YOL025W,660,9.82,19.16,0.512526096033403
YOL026C,113,132.39,118.46,1.11759243626541
YOL027C,573,94,113.2,0.830388692579505
YOL028C,245,34.33,45.6,0.752850877192982
YOL030W,484,238.23,199.2,1.19593373493976
YOL031C,421,37.77,47.81,0.790002091612633
YOL032W,246,41.96,25.41,1.65131837859111
YOL033W,536,9.22,21.21,0.434700612918435
YOL034W,1093,8.07,23.55,0.342675159235669
YOL036W,761,18.01,56.52,0.318648266100495
YOL038W,254,313.9,231.74,1.35453525502719
YOL039W,106,5742.04,4069.54,1.41098011077419
YOL040C,142,7908.97,5054.96,1.56459596119455
YOL041C,459,159.08,126.95,1.25309176841276
YOL042W,363,19.28,32.67,0.590143862871136
YOL043C,380,4.06,15.02,0.270306258322237
YOL044W,383,12.45,16.58,0.750904704463209
YOL045W,1101,17.97,42.24,0.425426136363636
YOL048C,342,10.27,26.33,0.390049373338397
YOL049W,491,85.23,154.06,0.553226015837985
YOL052C,396,81,73.95,1.09533468559838
YOL052CA,61,55.76,24.2,2.30413223140496
YOL053W,395,14.66,21.68,0.67619926199262
YOL054W,406,20.41,15.88,1.2852644836272
YOL055C,551,12.29,17.15,0.716618075801749
YOL056W,303,45.76,39.63,1.15468079737573
YOL057W,711,67.67,84.86,0.797431062927174
YOL058W,420,40.77,29.41,1.38626317579055
YOL059W,440,202.01,185.9,1.0866594943518
YOL060C,706,32.22,50.89,0.633130280998231
YOL061W,496,150.44,162.63,0.925044579720839
YOL062C,491,24.07,68.56,0.35107934655776
YOL063C,957,7.97,31.16,0.255776636713736
YOL064C,357,107.59,88.37,1.21749462487269
YOL065C,384,20.79,23.71,0.876845212990299
YOL066C,591,20.34,32.06,0.634435433562071
YOL067C,177,52.16,56.72,0.919605077574048
YOL069W,451,17.51,38.85,0.450707850707851
YOL070C,501,74.52,65.72,1.13390139987827
YOL071W,162,51.83,28.86,1.7959112959113
YOL072W,455,9.77,17.52,0.557648401826484
YOL073C,322,20.26,33.17,0.610792885137172
YOL075C,1294,7.11,23.31,0.305019305019305
YOL076W,796,51.13,81.98,0.623688704562088
YOL077C,291,225.5,218.68,1.03118712273642
YOL077WA,68,329.38,154.16,2.13661131292164
YOL078W,1176,6.45,16.99,0.379635079458505
YOL080C,289,43.36,46.32,0.936096718480138
YOL081W,3079,9.77,69.58,0.140413912043691
YOL082W,415,20.84,45.78,0.455220620358235
YOL083W,412,5.22,9.08,0.57488986784141
YOL086C,348,16251.15,11282.73,1.44035619039009
YOL086WA,90,51.47,65.07,0.790994313815891
YOL087C,1116,14.58,37.13,0.392674387287907
YOL088C,277,80.06,90.61,0.883566935216863
YOL089C,1030,11.94,25.56,0.467136150234742
YOL090W,964,53.1,83.83,0.633424788261959
YOL092W,308,123.33,111.85,1.10263746088511
YOL093W,293,61.1,35.61,1.7158101656838
YOL094C,323,61.5,47.69,1.28957852799329
YOL095C,706,5.99,17.15,0.349271137026239
YOL096C,312,30.17,26.82,1.12490678598061
YOL097C,432,284.54,250.52,1.13579754111448
YOL098C,1037,71.45,122.92,0.58127237227465
YOL100W,1081,8.8,26.77,0.328726186029137
YOL101C,312,24.59,22.24,1.1056654676259
YOL102C,230,52.34,52,1.00653846153846
YOL103W,609,20.06,94.47,0.212342542606118
YOL105C,556,2.62,12.22,0.214402618657938
YOL107W,342,28.64,28.64,1
YOL108C,151,32.7,20.53,1.59279103750609
YOL109W,113,6300,3021.29,2.08520201635725
YOL110W,237,10.06,21.39,0.470313230481533
YOL111C,212,143.4,83.57,1.71592676797894
YOL112W,492,8.31,21.61,0.384544192503471
YOL113W,655,3.14,31.26,0.100447856685861
YOL114C,202,6.77,13.64,0.49633431085044
YOL115W,584,28.94,53.43,0.541643271570279
YOL116W,382,22.12,35.3,0.626628895184136
YOL117W,645,8.32,17.02,0.488836662749706
YOL119C,501,34.26,36.05,0.950346740638003
YOL122C,575,32.61,45.88,0.710767218831735
YOL123W,534,245.19,215.11,1.13983543303426
YOL124C,433,66.8,70.13,0.952516754598603
YOL125W,476,17.64,35.36,0.498868778280543
YOL126C,377,81.56,81.2,1.00443349753695
YOL127W,142,9280.85,7019.06,1.32223545602972
YOL128C,375,8.98,19.29,0.465526179367548
YOL129W,184,192.12,178.94,1.07365597406952
YOL130W,859,27.46,69.84,0.393184421534937
YOL133W,121,156.03,113.89,1.3700061462815
YOL135C,222,29.04,26.6,1.09172932330827
YOL136C,397,26.31,56.16,0.468482905982906
YOL137W,497,26.84,29.51,0.909522195865808
YOL138C,1341,6.77,23.12,0.292820069204152
YOL139C,213,933.65,767.11,1.21710054620589
YOL140W,423,10.58,36.42,0.29049972542559
YOL141W,695,16.06,20.89,0.768788894207755
YOL142W,240,94.08,87.15,1.07951807228916
YOL143C,169,608.73,371.59,1.63817648483544
YOL144W,484,37.98,27.35,1.38866544789762
YOL145C,1077,60.68,88.97,0.682027649769585
YOL146W,194,35,34.25,1.02189781021898
YOL147C,236,57.65,50.47,1.14226273033485
YOL148C,604,21.1,40.42,0.522018802572984
YOL149W,231,68.3,64.77,1.05450054037363
YOL151W,342,124.16,101.31,1.22554535583852
YOL152W,620,23.16,35.64,0.64983164983165
YOL158C,606,97.74,174.36,0.560564349621473
YOL159C,171,26.45,32.52,0.813345633456334
YOL159CA,90,24.12,29.53,0.816796478157806
YOL164W,646,1.77,13.48,0.131305637982196
YOR001W,733,45.72,78.82,0.580055823395077
YOR002W,544,39.95,93.64,0.426633917129432
YOR003W,478,4.62,8.13,0.568265682656827
YOR004W,254,95.43,80.02,1.19257685578605
YOR005C,944,4.37,10.27,0.425511197663096
YOR006C,313,54.85,40.25,1.36273291925466
YOR007C,346,616.11,708.93,0.869070289027125
YOR008C,378,77.1,82.03,0.939900036571986
YOR011W,1394,3.42,22.35,0.153020134228188
YOR012W,137,13.24,14.01,0.945039257673091
YOR014W,757,63.3,109.09,0.580254835456962
YOR016C,207,81.35,75.61,1.07591588414231
YOR017W,800,9.34,28.18,0.331440738112136
YOR018W,837,15.79,25.05,0.630339321357285
YOR020C,106,1516.22,1016.34,1.49184328079186
YOR020WA,90,80.05,58.51,1.36814219791489
YOR021C,213,294.48,186.93,1.57534906114588
YOR022C,715,9.19,15.83,0.580543272267846
YOR023C,566,27.34,33.22,0.822998193859121
YOR025W,447,34.56,68.37,0.505484861781483
YOR026W,341,11.97,32.33,0.370244355088153
YOR027W,589,913.02,574.37,1.58960252102303
YOR028C,295,15.07,15.52,0.971005154639175
YOR030W,619,4.72,22.82,0.206836108676599
YOR033C,702,8.54,34.63,0.246606988160554
YOR034C,749,12.62,39.56,0.319009100101112
YOR035C,789,20.18,36.62,0.551064991807755
YOR036W,288,30.89,24.09,1.28227480282275
YOR037W,366,16.71,22.32,0.748655913978495
YOR038C,875,16.87,27.9,0.604659498207885
YOR039W,258,115.87,123.99,0.934510847649004
YOR040W,285,16.57,20.72,0.799710424710425
YOR042W,411,99.82,113.52,0.879316420014094
YOR043W,486,37.03,77.37,0.478609280082719
YOR044W,157,14.11,19.44,0.72582304526749
YOR045W,61,427.19,229.13,1.86440012220137
YOR046C,482,252.32,239.75,1.05242961418144
YOR047C,444,19.92,37.24,0.534908700322234
YOR048C,1006,49.39,98.19,0.503004379264691
YOR049C,354,10.93,14.32,0.763268156424581
YOR051C,412,122.58,131.28,0.933729433272395
YOR052C,150,211.13,116.15,1.81773568661214
YOR054C,674,13.51,18.04,0.748891352549889
YOR056C,459,70,75.7,0.924702774108322
YOR057W,395,40.71,56.94,0.714963119072708
YOR058C,885,16.14,38.37,0.420641125879593
YOR060C,257,7.66,30.64,0.25
YOR061W,339,105.58,107.29,0.984061888340013
YOR062C,268,7.64,13.41,0.56972408650261
YOR063W,387,8895.79,7031.67,1.26510345337594
YOR064C,219,10.24,25.39,0.403308389129579
YOR065W,309,67.45,64.98,1.03801169590643
YOR066W,629,20.28,27.78,0.730021598272138
YOR067C,577,47.73,77.79,0.613575009641342
YOR069W,675,44.12,44.91,0.982409262970385
YOR070C,637,15.69,25.11,0.624850657108722
YOR071C,598,12.6,28.64,0.439944134078212
YOR073W,590,7.95,29.03,0.273854633138133
YOR074C,304,81.88,64.43,1.2708365668167
YOR075W,346,26.72,35.99,0.742428452347874
YOR076C,747,16.34,29.52,0.553523035230352
YOR077W,232,26.39,21,1.25666666666667
YOR079C,313,28.15,27.67,1.01734730755331
YOR080W,732,5.5,25.08,0.219298245614035
YOR081C,749,15.61,30.62,0.509797517962116
YOR083W,295,20.54,26.69,0.7695766204571
YOR085W,350,135.84,141.88,0.957428813081477
YOR086C,1186,82.71,143.16,0.577745180217938
YOR087W,675,31.88,46.81,0.681051057466353
YOR089C,210,166.7,78.51,2.12329639536365
YOR090C,572,32.19,57.39,0.56089911134344
YOR091W,345,157.75,144.51,1.09161995709639
YOR092W,613,17.77,38.06,0.466894377299002
YOR093C,1648,7.91,29.42,0.268864717878994
YOR094W,183,58.98,35.5,1.66140845070423
YOR095C,258,172.5,125.71,1.37220587065468
YOR096W,190,4542.27,3568.62,1.27283655866974
YOR097C,175,25.14,32.9,0.764133738601824
YOR098C,1076,49.99,81.46,0.613675423520746
YOR099W,393,230.1,262.61,0.876204257263623
YOR101W,309,72.65,75.02,0.968408424420155
YOR103C,130,180.32,117.74,1.53151010701546
YOR104W,282,22.15,26.88,0.824032738095238
YOR106W,283,26.56,33.74,0.787196206283343
YOR108W,604,105.39,163.78,0.643485163023568
YOR109W,1107,50.3,95.54,0.526481055055474
YOR110W,435,29.57,39.94,0.740360540811217
YOR111W,232,22.4,18.67,1.19978575254419
YOR112W,761,32.13,40.1,0.801246882793017
YOR113W,914,14.67,27.62,0.531136857349747
YOR114W,294,9.85,10.55,0.933649289099526
YOR115C,268,40.18,55.09,0.729351969504447
YOR116C,1460,59.11,128.33,0.460609366477051
YOR117W,434,244.29,224.64,1.08747329059829
YOR118W,567,17.6,32.29,0.545060390213688
YOR119C,484,37.31,40.17,0.928802588996764
YOR120W,312,15.03,24.92,0.603130016051364
YOR122C,126,1546.49,1140.93,1.35546440184762
YOR123C,464,97.54,65.97,1.4785508564499
YOR124C,1272,48.71,79.63,0.61170413160869
YOR125C,233,41.02,48.79,0.840746054519369
YOR126C,238,37.84,36.81,1.02798152675903
YOR127W,1007,12.53,39.34,0.318505338078292
YOR128C,571,127.57,116.01,1.09964658219119
YOR129C,893,4.99,16.15,0.308978328173375
YOR130C,292,19.75,30.34,0.650955833882663
YOR131C,218,67.02,51.92,1.29083204930663
YOR132W,551,42.03,63.15,0.665558194774347
YOR136W,369,478.4,361.18,1.32454731712719
YOR137C,622,2.31,17.01,0.135802469135802
YOR138C,671,25.94,40.27,0.644151974174323
YOR140W,766,13.6,24.54,0.554197229013855
YOR141C,881,38.02,48.32,0.786837748344371
YOR142W,329,257.45,193.57,1.33000981557059
YOR143C,319,24.64,29.47,0.836104513064133
YOR144C,791,9.1,24.64,0.369318181818182
YOR145C,274,186.64,163.09,1.14439879820958
YOR147W,622,11.57,31.57,0.36648717136522
YOR148C,185,20.35,43.36,0.469326568265683
YOR149C,516,8.56,29,0.295172413793103
YOR150W,163,88.2,112.02,0.787359400107124
YOR151C,1224,126.04,245.92,0.512524398178269
YOR152C,256,6.86,24.03,0.285476487723679
YOR153W,1511,885.51,1503.82,0.588840419731085
YOR154W,587,10.26,25.57,0.401251466562378
YOR155C,450,30.64,43.42,0.705665591893137
YOR157C,261,346.89,266.06,1.30380365331128
YOR158W,318,48.37,52.31,0.92467979353852
YOR159C,94,121.86,60.73,2.00658653054504
YOR160W,972,22.91,37.87,0.604964351729601
YOR161C,539,17.59,38.62,0.455463490419472
YOR162C,810,4.94,19.93,0.247867536377321
YOR163W,188,150.19,112.57,1.33419205827485
YOR164C,312,191.4,165.63,1.1555877558413301
YOR165W,776,81.64,111.75,0.730559284116331
YOR166C,458,13.1,29.77,0.440040309035942
YOR167C,67,4423.07,2739.16,1.61475415820909
YOR168W,809,346.74,375.53,0.923335019838628
YOR171C,624,49.66,60.73,0.817717767166145
YOR172W,786,5.09,25.42,0.200236034618411
YOR173W,353,10.52,20.63,0.50993698497334
YOR174W,284,25.28,37.08,0.681769147788565
YOR175C,619,75.56,126.81,0.59585206214021
YOR176W,393,126.19,113.33,1.1134739257037
YOR177C,464,2.56,5.2,0.492307692307692
YOR179C,188,40.08,39.53,1.01391348343031
