Gene,FEcap,uATG,utr,gc
YGR206W,NA,FALSE,NA,NA
YGR207C,-4,TRUE,56,0.392857142857143
YGR208W,NA,FALSE,NA,NA
YGR209C,-2,TRUE,54,0.407407407407407
YGR210C,NA,FALSE,NA,NA
YGR211W,-10,TRUE,103,0.339805825242718
YGR212W,NA,FALSE,NA,NA
YGR214W,-6,TRUE,20,0.3
YGR215W,-14.9,TRUE,52,0.423076923076923
YGR216C,-11.5,TRUE,60,0.4
YGR217W,NA,FALSE,NA,NA
YGR218W,NA,FALSE,NA,NA
YGR220C,NA,FALSE,NA,NA
YGR221C,NA,FALSE,NA,NA
YGR222W,-12,TRUE,1,1
YGR223C,-9.8,TRUE,60,0.4
YGR227W,-6,TRUE,69,0.376811594202899
YGR229C,-3.1,TRUE,206,0.378640776699029
YGR230W,-14.4,TRUE,349,0.406876790830946
YGR231C,-8.6,TRUE,54,0.407407407407407
YGR232W,-9,TRUE,23,0.347826086956522
YGR233C,-8.2,TRUE,793,0.424968474148802
YGR234W,-1.8,TRUE,21,0.333333333333333
YGR235C,-10.1,TRUE,72,0.388888888888889
YGR237C,-8.1,TRUE,89,0.370786516853933
YGR238C,NA,FALSE,NA,NA
YGR239C,NA,FALSE,NA,NA
YGR240C,-4.5,TRUE,234,0.376068376068376
YGR241C,-9,TRUE,196,0.38265306122449
YGR243W,NA,FALSE,NA,NA
YGR244C,-11.7,TRUE,116,0.353448275862069
YGR245C,-6.6,TRUE,88,0.375
YGR246C,-10.5,TRUE,15,0.333333333333333
YGR247W,NA,FALSE,NA,NA
YGR248W,NA,FALSE,NA,NA
YGR250C,NA,FALSE,NA,NA
YGR251W,-8.4,TRUE,29,0.379310344827586
YGR252W,-8.2,TRUE,49,0.408163265306122
YGR253C,NA,FALSE,NA,NA
YGR255C,-11,TRUE,44,0.363636363636364
YGR256W,NA,FALSE,NA,NA
YGR257C,-10.7,TRUE,57,0.385964912280702
YGR258C,-11.4,TRUE,29,0.379310344827586
YGR260W,NA,FALSE,NA,NA
YGR261C,NA,FALSE,NA,NA
YGR262C,-5.2,TRUE,17,0.294117647058824
YGR263C,NA,FALSE,NA,NA
YGR264C,-7.6,TRUE,46,0.391304347826087
YGR266W,NA,FALSE,NA,NA
YGR267C,NA,FALSE,NA,NA
YGR268C,NA,FALSE,NA,NA
YGR270W,NA,FALSE,NA,NA
YGR271CA,-6.84,TRUE,51,0.411764705882353
YGR271W,-6.2,TRUE,22,0.363636363636364
YGR274C,-9.8,TRUE,17,0.294117647058824
YGR275W,-10.9,TRUE,15,0.333333333333333
YGR276C,-13.5,TRUE,15,0.333333333333333
YGR277C,NA,FALSE,NA,NA
YGR278W,NA,FALSE,NA,NA
YGR279C,-2.3,TRUE,108,0.324074074074074
YGR280C,NA,FALSE,NA,NA
YGR281W,-14.7,TRUE,218,0.380733944954128
YGR282C,-6.1,TRUE,41,0.390243902439024
YGR283C,-6.5,TRUE,28,0.392857142857143
YGR284C,-10.3,TRUE,27,0.37037037037037
YGR285C,-11.4,TRUE,14,0.357142857142857
YGR286C,-6.8,TRUE,42,0.380952380952381
YGR288W,NA,FALSE,NA,NA
YHL002W,NA,FALSE,NA,NA
YHL003C,-11.4,TRUE,167,0.383233532934132
YHL004W,-16,TRUE,81,0.37037037037037
YHL006C,NA,FALSE,NA,NA
YHL007C,-8.5,TRUE,102,0.343137254901961
YHL008C,-4.9,TRUE,169,0.384615384615385
YHL009C,NA,FALSE,NA,NA
YHL010C,NA,FALSE,NA,NA
YHL011C,-4.3,TRUE,64,0.40625
YHL013C,-9.3,TRUE,4,0.75
YHL014C,-7.5,TRUE,12,0.416666666666667
YHL015W,-2.6,TRUE,31,0.419354838709677
YHL017W,-10.7,TRUE,23,0.347826086956522
YHL018W,-10.6,TRUE,16,0.3125
YHL019C,-11.8,TRUE,1,1
YHL020C,-15.9,TRUE,80,0.375
YHL021C,NA,FALSE,NA,NA
YHL023C,NA,FALSE,NA,NA
YHL025W,-6.8,TRUE,59,0.406779661016949
YHL026C,-5.9,TRUE,66,0.393939393939394
YHL027W,NA,FALSE,NA,NA
YHL028W,NA,FALSE,NA,NA
YHL029C,-19.1,TRUE,21,0.333333333333333
YHL030W,-12.2,TRUE,13,0.384615384615385
YHL031C,-7.2,TRUE,12,0.416666666666667
YHL032C,-20.6,TRUE,80,0.375
YHL034C,-6.7,TRUE,120,0.358333333333333
YHL035C,NA,FALSE,NA,NA
YHL036W,NA,FALSE,NA,NA
YHL038C,-12.1,TRUE,36,0.416666666666667
YHL039W,-7.2,TRUE,53,0.415094339622642
YHL040C,NA,FALSE,NA,NA
YHL044W,-12,TRUE,18,0.277777777777778
YHL047C,NA,FALSE,NA,NA
YHR001W,NA,FALSE,NA,NA
YHR001WA,NA,FALSE,NA,NA
YHR002W,NA,FALSE,NA,NA
YHR003C,-10,TRUE,20,0.3
YHR004C,-4.3,TRUE,82,0.365853658536585
YHR005C,NA,FALSE,NA,NA
YHR005CA,NA,FALSE,NA,NA
YHR006W,NA,FALSE,NA,NA
YHR007C,NA,FALSE,NA,NA
YHR008C,NA,FALSE,NA,NA
YHR009C,-7.5,TRUE,236,0.377118644067797
YHR010W,-8.2,TRUE,17,0.294117647058824
YHR011W,-4.3,TRUE,47,0.382978723404255
YHR012W,-7.5,TRUE,22,0.363636363636364
YHR013C,NA,FALSE,NA,NA
YHR015W,NA,FALSE,NA,NA
YHR016C,NA,FALSE,NA,NA
YHR017W,NA,FALSE,NA,NA
YHR018C,-5.9,TRUE,56,0.392857142857143
YHR019C,NA,FALSE,NA,NA
YHR020W,NA,FALSE,NA,NA
YHR021C,-5.6,TRUE,36,0.416666666666667
YHR023W,NA,FALSE,NA,NA
YHR024C,NA,FALSE,NA,NA
YHR025W,-8.7,TRUE,31,0.419354838709677
YHR026W,-11,TRUE,116,0.353448275862069
YHR027C,NA,FALSE,NA,NA
YHR028C,-8.6,TRUE,26,0.384615384615385
YHR029C,-9.5,TRUE,14,0.357142857142857
YHR030C,-6.9,TRUE,38,0.394736842105263
YHR031C,-9.9,TRUE,42,0.380952380952381
YHR032W,-10.7,TRUE,97,0.360824742268041
YHR034C,-4.6,TRUE,35,0.4
YHR035W,NA,FALSE,NA,NA
YHR036W,NA,FALSE,NA,NA
YHR037W,NA,FALSE,NA,NA
YHR038W,NA,FALSE,NA,NA
YHR039C,NA,FALSE,NA,NA
YHR039CA,NA,FALSE,NA,NA
YHR040W,-10,TRUE,17,0.294117647058824
YHR041C,NA,FALSE,NA,NA
YHR042W,-9.4,TRUE,41,0.390243902439024
YHR045W,NA,FALSE,NA,NA
YHR046C,NA,FALSE,NA,NA
YHR047C,-5.9,TRUE,29,0.379310344827586
YHR048W,-14.9,TRUE,103,0.339805825242718
YHR049W,-5.7,TRUE,40,0.4
YHR050W,NA,FALSE,NA,NA
YHR051W,NA,FALSE,NA,NA
YHR052W,NA,FALSE,NA,NA
YHR057C,-8.9,TRUE,17,0.294117647058824
YHR058C,-9.9,TRUE,20,0.3
YHR059W,-1.2,TRUE,53,0.415094339622642
YHR060W,NA,FALSE,NA,NA
YHR061C,-8.4,TRUE,163,0.380368098159509
YHR062C,-8.5,TRUE,13,0.384615384615385
YHR063C,-10.4,TRUE,22,0.363636363636364
YHR064C,-8.3,TRUE,34,0.382352941176471
YHR065C,NA,FALSE,NA,NA
YHR067W,NA,FALSE,NA,NA
YHR068W,-8.8,TRUE,57,0.385964912280702
YHR069C,-7.5,TRUE,27,0.37037037037037
YHR070W,NA,FALSE,NA,NA
YHR071W,NA,FALSE,NA,NA
YHR072W,-5.7,TRUE,67,0.388059701492537
YHR072WA,-3.9,TRUE,58,0.396551724137931
YHR073W,NA,FALSE,NA,NA
YHR074W,NA,FALSE,NA,NA
YHR075C,NA,FALSE,NA,NA
YHR076W,NA,FALSE,NA,NA
YHR077C,NA,FALSE,NA,NA
YHR078W,-19.9,TRUE,29,0.379310344827586
YHR079C,NA,FALSE,NA,NA
YHR080C,-23.8,TRUE,203,0.38423645320197
YHR081W,-9.2,TRUE,21,0.333333333333333
YHR082C,NA,FALSE,NA,NA
YHR083W,NA,FALSE,NA,NA
YHR084W,NA,FALSE,NA,NA
YHR085W,NA,FALSE,NA,NA
YHR086W,NA,FALSE,NA,NA
YHR087W,NA,FALSE,NA,NA
YHR088W,NA,FALSE,NA,NA
YHR089C,-7.3,TRUE,41,0.390243902439024
YHR090C,-9.6,TRUE,9,0.555555555555556
YHR091C,-15.2,TRUE,28,0.392857142857143
YHR094C,-7.5,TRUE,36,0.416666666666667
YHR097C,NA,FALSE,NA,NA
YHR098C,-12.9,TRUE,81,0.37037037037037
YHR099W,NA,FALSE,NA,NA
YHR101C,NA,FALSE,NA,NA
YHR102W,-10.9,TRUE,185,0.389189189189189
YHR103W,-3.4,TRUE,242,0.371900826446281
YHR104W,-8.1,TRUE,100,0.35
YHR105W,NA,FALSE,NA,NA
YHR106W,NA,FALSE,NA,NA
YHR107C,NA,FALSE,NA,NA
YHR108W,-9,TRUE,39,0.41025641025641
YHR109W,-11.6,TRUE,17,0.294117647058824
YHR110W,-10.3,TRUE,27,0.37037037037037
YHR111W,-5.6,TRUE,5,0.6
YHR112C,NA,FALSE,NA,NA
YHR113W,NA,FALSE,NA,NA
YHR114W,-6.6,TRUE,73,0.383561643835616
YHR115C,NA,FALSE,NA,NA
YHR116W,NA,FALSE,NA,NA
YHR117W,-10.3,TRUE,33,0.393939393939394
YHR118C,NA,FALSE,NA,NA
YHR119W,NA,FALSE,NA,NA
YHR120W,NA,FALSE,NA,NA
YHR121W,-9.4,TRUE,81,0.37037037037037
YHR122W,NA,FALSE,NA,NA
YHR123W,-2.12,TRUE,59,0.406779661016949
YHR127W,-7.8,TRUE,46,0.391304347826087
YHR128W,-4.9,TRUE,8,0.625
YHR129C,-6.1,TRUE,81,0.37037037037037
YHR131C,NA,FALSE,NA,NA
YHR132C,NA,FALSE,NA,NA
YHR132WA,NA,FALSE,NA,NA
YHR133C,-12,TRUE,5,0.6
YHR134W,NA,FALSE,NA,NA
YHR135C,-13,TRUE,122,0.352459016393443
YHR136C,NA,FALSE,NA,NA
YHR137W,-7,TRUE,10,0.5
YHR138C,NA,FALSE,NA,NA
YHR140W,NA,FALSE,NA,NA
YHR142W,-12.7,TRUE,124,0.354838709677419
YHR143W,-6.3,TRUE,260,0.373076923076923
YHR143WA,NA,FALSE,NA,NA
YHR144C,NA,FALSE,NA,NA
YHR146W,-7.1,TRUE,36,0.416666666666667
YHR147C,-9.5,TRUE,36,0.416666666666667
YHR148W,-7.3,TRUE,24,0.333333333333333
YHR149C,NA,FALSE,NA,NA
YHR150W,-4.5,TRUE,63,0.412698412698413
YHR151C,-12.4,TRUE,169,0.384615384615385
YHR152W,NA,FALSE,NA,NA
YHR153C,-13.5,TRUE,8,0.625
YHR154W,-7,TRUE,45,0.377777777777778
YHR155W,NA,FALSE,NA,NA
YHR156C,-5.7,TRUE,29,0.379310344827586
YHR158C,NA,FALSE,NA,NA
YHR159W,NA,FALSE,NA,NA
YHR161C,-12.3,TRUE,89,0.370786516853933
YHR162W,-6.9,TRUE,168,0.386904761904762
YHR163W,-16.9,TRUE,7,0.714285714285714
YHR164C,NA,FALSE,NA,NA
YHR165C,NA,FALSE,NA,NA
YHR166C,NA,FALSE,NA,NA
YHR167W,-5.1,TRUE,53,0.415094339622642
YHR168W,-10.7,TRUE,35,0.4
YHR169W,-4.6,TRUE,61,0.409836065573771
YHR170W,-10.3,TRUE,19,0.263157894736842
YHR171W,-10.7,TRUE,10,0.5
YHR172W,NA,FALSE,NA,NA
YHR175W,NA,FALSE,NA,NA
YHR176W,NA,FALSE,NA,NA
YHR178W,NA,FALSE,NA,NA
YHR179W,-4.5,TRUE,42,0.380952380952381
YHR181W,NA,FALSE,NA,NA
YHR182W,NA,FALSE,NA,NA
YHR183W,-6.8,TRUE,78,0.371794871794872
YHR184W,NA,FALSE,NA,NA
YHR186C,NA,FALSE,NA,NA
YHR187W,-8,TRUE,36,0.416666666666667
YHR188C,-14.4,TRUE,10,0.5
YHR189W,-13.4,TRUE,37,0.405405405405405
YHR190W,NA,FALSE,NA,NA
YHR191C,NA,FALSE,NA,NA
YHR192W,-7.8,TRUE,36,0.416666666666667
YHR193C,-4.2,TRUE,33,0.393939393939394
YHR194W,-10.8,TRUE,49,0.408163265306122
YHR195W,NA,FALSE,NA,NA
YHR196W,-10,TRUE,55,0.4
YHR197W,-9.7,TRUE,18,0.277777777777778
YHR198C,-10.2,TRUE,1,1
YHR199C,NA,FALSE,NA,NA
YHR199CA,NA,FALSE,NA,NA
YHR200W,NA,FALSE,NA,NA
YHR201C,-8.7,TRUE,24,0.333333333333333
YHR202W,-12.1,TRUE,42,0.380952380952381
YHR204W,NA,FALSE,NA,NA
YHR205W,NA,FALSE,NA,NA
YHR206W,-7.5,TRUE,293,0.385665529010239
YHR207C,NA,FALSE,NA,NA
YHR208W,-13.3,TRUE,22,0.363636363636364
YHR209W,NA,FALSE,NA,NA
YIL001W,-10,TRUE,60,0.4
YIL002C,NA,FALSE,NA,NA
YIL002WA,NA,FALSE,NA,NA
YIL003W,NA,FALSE,NA,NA
YIL004C,-8.8,TRUE,20,0.3
YIL005W,-10.4,TRUE,134,0.358208955223881
YIL006W,-13.2,TRUE,14,0.357142857142857
YIL007C,-3.8,TRUE,27,0.37037037037037
YIL008W,-8,TRUE,47,0.382978723404255
YIL009CA,-6.9,TRUE,13,0.384615384615385
YIL009W,-12.6,TRUE,9,0.555555555555556
YIL010W,NA,FALSE,NA,NA
YIL011W,-4.1,TRUE,33,0.393939393939394
YIL013C,NA,FALSE,NA,NA
YIL014CA,NA,FALSE,NA,NA
YIL014W,NA,FALSE,NA,NA
YIL015W,NA,FALSE,NA,NA
YIL016W,-12.5,TRUE,29,0.379310344827586
YIL017C,-12.4,TRUE,71,0.394366197183099
YIL019W,-2.7,TRUE,21,0.333333333333333
YIL020C,NA,FALSE,NA,NA
YIL021W,NA,FALSE,NA,NA
YIL022W,-10.8,TRUE,110,0.327272727272727
YIL023C,-13.2,TRUE,1,1
YIL024C,NA,FALSE,NA,NA
YIL026C,NA,FALSE,NA,NA
YIL027C,-4.3,TRUE,59,0.406779661016949
YIL030C,-11.9,TRUE,37,0.405405405405405
YIL031W,NA,FALSE,NA,NA
YIL033C,-2.3,TRUE,109,0.330275229357798
YIL034C,-9.9,TRUE,14,0.357142857142857
YIL035C,NA,FALSE,NA,NA
YIL036W,-12.1,TRUE,160,0.375
YIL038C,NA,FALSE,NA,NA
YIL039W,-8.6,TRUE,53,0.415094339622642
YIL040W,-5.3,TRUE,10,0.5
YIL041W,-7.4,TRUE,23,0.347826086956522
YIL042C,-12.5,TRUE,39,0.41025641025641
YIL043C,-17.1,TRUE,13,0.384615384615385
YIL044C,-12.3,TRUE,27,0.37037037037037
YIL045W,NA,FALSE,NA,NA
YIL046W,-6.7,TRUE,50,0.42
YIL047C,NA,FALSE,NA,NA
YIL048W,NA,FALSE,NA,NA
YIL049W,NA,FALSE,NA,NA
YIL050W,-5.5,TRUE,76,0.381578947368421
YIL051C,-2.5,TRUE,52,0.423076923076923
YIL053W,-2.8,TRUE,29,0.379310344827586
YIL055C,NA,FALSE,NA,NA
YIL056W,-10.4,TRUE,318,0.39622641509434
YIL061C,-12.1,TRUE,20,0.3
YIL062C,-5.7,TRUE,39,0.41025641025641
YIL063C,-10,TRUE,20,0.3
YIL064W,NA,FALSE,NA,NA
YIL065C,-7.8,TRUE,40,0.4
YIL066C,NA,FALSE,NA,NA
YIL067C,-10,TRUE,60,0.4
YIL068C,-8.2,TRUE,60,0.4
YIL070C,NA,FALSE,NA,NA
YIL071C,-6.3,TRUE,13,0.384615384615385
YIL074C,NA,FALSE,NA,NA
YIL075C,-7.6,TRUE,63,0.412698412698413
YIL076W,-5.1,TRUE,13,0.384615384615385
YIL077C,-9.4,TRUE,24,0.333333333333333
YIL078W,-13.8,TRUE,18,0.277777777777778
YIL079C,-7.9,TRUE,31,0.419354838709677
YIL083C,NA,FALSE,NA,NA
YIL084C,-8,TRUE,43,0.372093023255814
YIL087C,-2.9,TRUE,13,0.384615384615385
YIL088C,-5.8,TRUE,74,0.378378378378378
YIL090W,-7.9,TRUE,139,0.352517985611511
YIL091C,-6,TRUE,37,0.405405405405405
YIL092W,NA,FALSE,NA,NA
YIL093C,NA,FALSE,NA,NA
YIL094C,NA,FALSE,NA,NA
YIL095W,-8.9,TRUE,162,0.376543209876543
YIL096C,NA,FALSE,NA,NA
YIL097W,NA,FALSE,NA,NA
YIL098C,NA,FALSE,NA,NA
YIL101C,NA,FALSE,NA,NA
YIL103W,-8.5,TRUE,51,0.411764705882353
YIL104C,NA,FALSE,NA,NA
YIL105C,NA,FALSE,NA,NA
YIL106W,-4.5,TRUE,17,0.294117647058824
YIL107C,NA,FALSE,NA,NA
YIL108W,NA,FALSE,NA,NA
YIL109C,-7.7,TRUE,88,0.375
YIL110W,NA,FALSE,NA,NA
YIL111W,NA,FALSE,NA,NA
YIL112W,NA,FALSE,NA,NA
YIL113W,-9.2,TRUE,25,0.36
YIL114C,-10.6,TRUE,34,0.382352941176471
YIL115C,NA,FALSE,NA,NA
YIL116W,NA,FALSE,NA,NA
YIL117C,-3.4,TRUE,67,0.388059701492537
YIL118W,NA,FALSE,NA,NA
YIL119C,-5.2,TRUE,202,0.386138613861386
YIL121W,-9.9,TRUE,5,0.6
YIL122W,-6.9,TRUE,258,0.372093023255814
YIL123W,NA,FALSE,NA,NA
YIL124W,-6.2,TRUE,32,0.40625
YIL125W,NA,FALSE,NA,NA
YIL126W,-8.9,TRUE,71,0.394366197183099
YIL127C,-6.4,TRUE,41,0.390243902439024
YIL128W,-8.9,TRUE,77,0.376623376623377
YIL129C,-9.4,TRUE,109,0.330275229357798
YIL131C,-8.9,TRUE,95,0.357894736842105
YIL132C,-9.9,TRUE,24,0.333333333333333
YIL133C,-7,TRUE,19,0.263157894736842
YIL134W,-13.7,TRUE,25,0.36
YIL135C,-8.8,TRUE,18,0.277777777777778
YIL136W,NA,FALSE,NA,NA
YIL137C,NA,FALSE,NA,NA
YIL138C,NA,FALSE,NA,NA
YIL139C,NA,FALSE,NA,NA
YIL140W,NA,FALSE,NA,NA
YIL142W,-10.3,TRUE,38,0.394736842105263
YIL143C,-11.3,TRUE,35,0.4
YIL144W,NA,FALSE,NA,NA
YIL145C,-7.1,TRUE,10,0.5
YIL146C,NA,FALSE,NA,NA
YIL147C,-8.7,TRUE,204,0.382352941176471
YIL149C,NA,FALSE,NA,NA
YIL150C,-13.9,TRUE,32,0.40625
YIL151C,NA,FALSE,NA,NA
YIL152W,-11.5,TRUE,27,0.37037037037037
YIL153W,-12.3,TRUE,22,0.363636363636364
YIL154C,-7.9,TRUE,26,0.384615384615385
YIL155C,NA,FALSE,NA,NA
YIL156W,NA,FALSE,NA,NA
YIL157C,-14.6,TRUE,5,0.6
YIL158W,-23.4,TRUE,12,0.416666666666667
YIL159W,NA,FALSE,NA,NA
YIL161W,NA,FALSE,NA,NA
YIL162W,NA,FALSE,NA,NA
YIR001C,NA,FALSE,NA,NA
YIR002C,NA,FALSE,NA,NA
YIR003W,NA,FALSE,NA,NA
YIR004W,-10.7,TRUE,12,0.416666666666667
YIR005W,NA,FALSE,NA,NA
YIR006C,-14.8,TRUE,35,0.4
YIR007W,-9.2,TRUE,23,0.347826086956522
YIR008C,-4.6,TRUE,63,0.412698412698413
YIR009W,-8.2,TRUE,53,0.415094339622642
YIR010W,NA,FALSE,NA,NA
YIR011C,NA,FALSE,NA,NA
YIR012W,-6.9,TRUE,26,0.384615384615385
YIR014W,-11.2,TRUE,17,0.294117647058824
YIR015W,-3.4,TRUE,25,0.36
YIR017C,NA,FALSE,NA,NA
YIR018W,NA,FALSE,NA,NA
YIR021W,-8.5,TRUE,37,0.405405405405405
YIR022W,NA,FALSE,NA,NA
YIR023W,-10.1,TRUE,34,0.382352941176471
YIR024C,-11,TRUE,9,0.555555555555556
YIR025W,NA,FALSE,NA,NA
YIR026C,NA,FALSE,NA,NA
YIR030C,NA,FALSE,NA,NA
YIR033W,NA,FALSE,NA,NA
YIR034C,-4.6,TRUE,36,0.416666666666667
YIR035C,NA,FALSE,NA,NA
YIR036C,-8.2,TRUE,36,0.416666666666667
YIR037W,NA,FALSE,NA,NA
YIR038C,-10,TRUE,28,0.392857142857143
YJL001W,NA,FALSE,NA,NA
YJL002C,-11.8,TRUE,53,0.415094339622642
YJL003W,-6.1,TRUE,48,0.395833333333333
YJL004C,-13,TRUE,34,0.382352941176471
YJL005W,-10.8,TRUE,145,0.36551724137931
YJL006C,NA,FALSE,NA,NA
YJL008C,-10,TRUE,44,0.363636363636364
YJL010C,-8.3,TRUE,47,0.382978723404255
YJL011C,NA,FALSE,NA,NA
YJL012C,-13.2,TRUE,16,0.3125
YJL013C,NA,FALSE,NA,NA
YJL014W,NA,FALSE,NA,NA
YJL016W,NA,FALSE,NA,NA
YJL019W,NA,FALSE,NA,NA
YJL020C,-9.9,TRUE,93,0.354838709677419
YJL023C,NA,FALSE,NA,NA
YJL024C,NA,FALSE,NA,NA
YJL025W,NA,FALSE,NA,NA
YJL026W,NA,FALSE,NA,NA
YJL029C,-7,TRUE,2,1
YJL030W,-8.2,TRUE,39,0.41025641025641
YJL031C,NA,FALSE,NA,NA
YJL033W,-3.1,TRUE,27,0.37037037037037
YJL034W,-13.8,TRUE,39,0.41025641025641
YJL035C,NA,FALSE,NA,NA
YJL036W,-10.3,TRUE,120,0.358333333333333
YJL039C,-5.3,TRUE,106,0.330188679245283
YJL042W,-3.3,TRUE,79,0.367088607594937
YJL044C,-15.9,TRUE,38,0.394736842105263
YJL046W,NA,FALSE,NA,NA
YJL047C,NA,FALSE,NA,NA
YJL048C,NA,FALSE,NA,NA
YJL049W,-6.7,TRUE,24,0.333333333333333
YJL050W,NA,FALSE,NA,NA
YJL051W,-8.8,TRUE,76,0.381578947368421
YJL053W,NA,FALSE,NA,NA
YJL054W,NA,FALSE,NA,NA
YJL055W,-10.34,TRUE,15,0.333333333333333
YJL056C,NA,FALSE,NA,NA
YJL057C,NA,FALSE,NA,NA
YJL058C,-8.4,TRUE,46,0.391304347826087
YJL059W,NA,FALSE,NA,NA
YJL060W,NA,FALSE,NA,NA
YJL061W,NA,FALSE,NA,NA
YJL062W,-10.3,TRUE,12,0.416666666666667
YJL062WA,-7.2,TRUE,24,0.333333333333333
YJL063C,-9.7,TRUE,40,0.4
YJL065C,NA,FALSE,NA,NA
YJL066C,-5.6,TRUE,39,0.41025641025641
YJL068C,NA,FALSE,NA,NA
YJL069C,-7.3,TRUE,7,0.714285714285714
YJL070C,NA,FALSE,NA,NA
YJL071W,-12.5,TRUE,46,0.391304347826087
YJL072C,-9.2,TRUE,38,0.394736842105263
YJL073W,NA,FALSE,NA,NA
YJL074C,-7.4,TRUE,24,0.333333333333333
YJL076W,-15.6,TRUE,79,0.367088607594937
YJL078C,NA,FALSE,NA,NA
YJL079C,-6.8,TRUE,165,0.381818181818182
YJL080C,-7.8,TRUE,191,0.387434554973822
YJL081C,-7.7,TRUE,55,0.4
YJL082W,-10.2,TRUE,119,0.361344537815126
YJL083W,NA,FALSE,NA,NA
YJL084C,-7.2,TRUE,114,0.350877192982456
YJL085W,NA,FALSE,NA,NA
YJL087C,NA,FALSE,NA,NA
YJL088W,-1.8,TRUE,27,0.37037037037037
YJL090C,-3.6,TRUE,12,0.416666666666667
YJL091C,-10.6,TRUE,9,0.555555555555556
YJL092W,NA,FALSE,NA,NA
YJL093C,NA,FALSE,NA,NA
YJL094C,NA,FALSE,NA,NA
YJL095W,NA,FALSE,NA,NA
YJL096W,NA,FALSE,NA,NA
YJL097W,NA,FALSE,NA,NA
YJL098W,NA,FALSE,NA,NA
YJL099W,NA,FALSE,NA,NA
YJL100W,NA,FALSE,NA,NA
YJL101C,-17.2,TRUE,152,0.361842105263158
YJL102W,NA,FALSE,NA,NA
YJL103C,NA,FALSE,NA,NA
YJL104W,-7.1,TRUE,45,0.377777777777778
YJL107C,NA,FALSE,NA,NA
YJL109C,NA,FALSE,NA,NA
YJL110C,-11.9,TRUE,90,0.366666666666667
YJL111W,-5.2,TRUE,52,0.423076923076923
YJL112W,NA,FALSE,NA,NA
YJL115W,-7.6,TRUE,77,0.376623376623377
YJL116C,-11.1,TRUE,364,0.406593406593407
YJL117W,-15.5,TRUE,71,0.394366197183099
YJL118W,NA,FALSE,NA,NA
YJL121C,-7.8,TRUE,13,0.384615384615385
YJL122W,-2.07,TRUE,18,0.277777777777778
YJL123C,-17.6,TRUE,9,0.555555555555556
YJL124C,NA,FALSE,NA,NA
YJL125C,-6.6,TRUE,53,0.415094339622642
YJL126W,-10.1,TRUE,8,0.625
YJL127C,-3.4,TRUE,69,0.376811594202899
YJL127CB,NA,FALSE,NA,NA
YJL128C,-7.2,TRUE,222,0.373873873873874
YJL129C,-7.7,TRUE,288,0.385416666666667
YJL130C,-1.6,TRUE,116,0.353448275862069
YJL131C,NA,FALSE,NA,NA
YJL132W,NA,FALSE,NA,NA
YJL133CA,-4,TRUE,30,0.4
YJL133W,-4.4,TRUE,74,0.378378378378378
YJL134W,-9.6,TRUE,32,0.40625
YJL136C,-6.7,TRUE,15,0.333333333333333
YJL137C,NA,FALSE,NA,NA
YJL139C,NA,FALSE,NA,NA
YJL140W,-8.9,TRUE,95,0.357894736842105
YJL141C,-9.6,TRUE,89,0.370786516853933
YJL143W,-7.7,TRUE,31,0.419354838709677
YJL144W,NA,FALSE,NA,NA
YJL145W,NA,FALSE,NA,NA
YJL146W,NA,FALSE,NA,NA
YJL147C,NA,FALSE,NA,NA
YJL148W,-9.2,TRUE,58,0.396551724137931
YJL149W,-1.9,TRUE,46,0.391304347826087
YJL151C,-4,TRUE,34,0.382352941176471
YJL154C,-9.2,TRUE,91,0.362637362637363
YJL155C,-4.5,TRUE,129,0.348837209302326
YJL156C,NA,FALSE,NA,NA
YJL157C,-9,TRUE,47,0.382978723404255
YJL158C,0,TRUE,43,0.372093023255814
YJL161W,NA,FALSE,NA,NA
YJL162C,-11.4,TRUE,69,0.376811594202899
YJL163C,NA,FALSE,NA,NA
YJL164C,NA,FALSE,NA,NA
YJL165C,-7.3,TRUE,173,0.38728323699422
YJL166W,NA,FALSE,NA,NA
YJL167W,-5.9,TRUE,57,0.385964912280702
YJL168C,-12.4,TRUE,94,0.361702127659574
YJL170C,NA,FALSE,NA,NA
YJL171C,-7.4,TRUE,39,0.41025641025641
YJL172W,NA,FALSE,NA,NA
YJL173C,NA,FALSE,NA,NA
YJL174W,-11.5,TRUE,116,0.353448275862069
YJL176C,NA,FALSE,NA,NA
YJL177W,-4.5,TRUE,22,0.363636363636364
YJL178C,-7.4,TRUE,17,0.294117647058824
YJL179W,NA,FALSE,NA,NA
YJL180C,NA,FALSE,NA,NA
YJL181W,-10.8,TRUE,23,0.347826086956522
YJL183W,-11.6,TRUE,66,0.393939393939394
YJL184W,-9.6,TRUE,44,0.363636363636364
YJL185C,NA,FALSE,NA,NA
YJL186W,-6.6,TRUE,30,0.4
YJL187C,-5.9,TRUE,94,0.361702127659574
YJL189W,-5,TRUE,27,0.37037037037037
YJL190C,-7.9,TRUE,17,0.294117647058824
YJL192C,-9.5,TRUE,7,0.714285714285714
YJL193W,-10.5,TRUE,8,0.625
YJL194W,NA,FALSE,NA,NA
YJL196C,-12.9,TRUE,24,0.333333333333333
YJL197W,-14.3,TRUE,55,0.4
YJL198W,NA,FALSE,NA,NA
YJL200C,NA,FALSE,NA,NA
YJL201W,-11.5,TRUE,4,0.75
YJL203W,NA,FALSE,NA,NA
YJL204C,-11.9,TRUE,16,0.3125
YJL205C,NA,FALSE,NA,NA
