Gene,Length,RPF,mRNA,TE,FEcap,uATG,utr,gc
YNL145W,38,1781.4,643.68,2.76752423564504,NA,FALSE,NA,NA
YNL147W,115,272.8,150.21,1.81612409293656,NA,FALSE,NA,NA
YNL148C,254,19.79,22.28,0.888240574506284,-11.9,TRUE,12,0.416666666666667
YNL149C,129,355.04,313.22,1.13351637826448,-8.7,TRUE,34,0.382352941176471
YNL151C,251,95.82,71.76,1.33528428093645,NA,FALSE,NA,NA
YNL152W,409,21.92,32.25,0.67968992248062,-13.7,TRUE,22,0.363636363636364
YNL153C,129,191.11,147.26,1.29777264701888,-9,TRUE,23,0.347826086956522
YNL154C,546,135.76,155.13,0.87513698188616,NA,FALSE,NA,NA
YNL155W,274,94.4,105.08,0.898363151884279,NA,FALSE,NA,NA
YNL156C,299,46.24,64.19,0.720361427013554,NA,FALSE,NA,NA
YNL158W,198,39.46,41.76,0.94492337164751,-7.8,TRUE,5,0.6
YNL159C,289,33.36,41.38,0.806186563557274,-13.2,TRUE,22,0.363636363636364
YNL160W,354,167.25,88.7,1.88556933483653,-1.3,TRUE,56,0.392857142857143
YNL161W,756,41.08,57.74,0.711465188777277,NA,FALSE,NA,NA
YNL162WA,72,43.82,36.91,1.18721213763208,NA,FALSE,NA,NA
YNL163C,1110,40.57,57.51,0.705442531733612,NA,FALSE,NA,NA
YNL164C,351,25.9,27.34,0.947329919531821,NA,FALSE,NA,NA
YNL165W,406,12.06,21.33,0.565400843881857,NA,FALSE,NA,NA
YNL166C,448,74.23,56.36,1.31706884315117,-8.2,TRUE,11,0.454545454545455
YNL167C,647,16.17,27.92,0.579154727793696,-8.8,TRUE,345,0.408695652173913
YNL168C,259,100.84,101.85,0.990083456062838,-5.6,TRUE,57,0.385964912280702
YNL169C,500,34.84,62.01,0.561844863731656,-13,TRUE,108,0.324074074074074
YNL172W,1748,5.3,21.51,0.246397024639702,NA,FALSE,NA,NA
YNL173C,366,61.21,55.8,1.09695340501792,NA,FALSE,NA,NA
YNL175C,403,193.01,154.61,1.24836685854731,-9.8,TRUE,24,0.333333333333333
YNL176C,636,16.21,32.35,0.501081916537867,-2.5,TRUE,190,0.389473684210526
YNL177C,309,78.42,73.74,1.06346623270952,-4.6,TRUE,50,0.42
YNL178W,240,7794.45,6089.15,1.28005550856852,-6.7,TRUE,19,0.263157894736842
YNL180C,331,50.34,80.74,0.623482784245727,NA,FALSE,NA,NA
YNL181W,407,59.7,58.04,1.02860096485183,-6.3,TRUE,70,0.385714285714286
YNL182C,555,48.34,69.17,0.698857886366922,-6.6,TRUE,14,0.357142857142857
YNL183C,790,21.3,32.21,0.661285315119528,NA,FALSE,NA,NA
YNL185C,158,90.21,86.59,1.04180621318859,-8.9,TRUE,80,0.375
YNL186W,792,37.74,77.86,0.48471615720524,NA,FALSE,NA,NA
YNL188W,433,10.03,32.28,0.310718711276332,NA,FALSE,NA,NA
YNL189W,542,315.36,258.79,1.2185942269794,-5.8,TRUE,193,0.383419689119171
YNL191W,357,34.14,45.63,0.74819197896121,-4.1,TRUE,63,0.412698412698413
YNL192W,1131,48.35,86.59,0.558378565654233,-11.7,TRUE,162,0.376543209876543
YNL193W,558,19.95,36.16,0.551714601769911,NA,FALSE,NA,NA
YNL197C,661,46.66,53.98,0.864394220081512,NA,FALSE,NA,NA
YNL199C,534,32.43,50.41,0.643324737155326,-9.1,TRUE,120,0.358333333333333
YNL200C,246,27,23.81,1.13397732045359,-5,TRUE,101,0.346534653465347
YNL201C,858,28.51,55.98,0.50928903179707,NA,FALSE,NA,NA
YNL202W,292,7.74,7.42,1.04312668463612,-12.3,TRUE,19,0.263157894736842
YNL206C,455,28.28,57.87,0.488681527561776,-9.8,TRUE,8,0.625
YNL207W,425,84.73,71.33,1.18785924575915,-5.4,TRUE,109,0.330275229357798
YNL208W,199,816.79,488.2,1.6730643179025,-5.8,TRUE,12,0.416666666666667
YNL211C,86,13.49,28.61,0.471513456833275,-10.3,TRUE,66,0.393939393939394
YNL212W,782,57.26,70.8,0.808757062146893,NA,FALSE,NA,NA
YNL213C,214,13.41,38.41,0.349127831293934,-10.2,TRUE,103,0.339805825242718
YNL214W,199,21.94,24.48,0.89624183006536,NA,FALSE,NA,NA
YNL215W,320,62.5,25.07,2.49301954527323,NA,FALSE,NA,NA
YNL216W,827,91.78,84.74,1.08307764928015,NA,FALSE,NA,NA
YNL217W,326,64.41,121.53,0.529992594421131,-10,TRUE,28,0.392857142857143
YNL218W,587,13.16,22.72,0.579225352112676,-7.8,TRUE,10,0.5
YNL219C,555,51.95,95.24,0.545464090718186,-4.5,TRUE,73,0.383561643835616
YNL220W,433,394.68,327.34,1.20571882446386,-12.4,TRUE,92,0.358695652173913
YNL221C,875,24.86,61.31,0.405480345783722,-9.5,TRUE,83,0.36144578313253
YNL222W,206,53.03,43.48,1.21964121435143,-7.8,TRUE,38,0.394736842105263
YNL223W,494,7.37,13.45,0.547955390334573,-9.6,TRUE,5,0.6
YNL224C,767,30.1,36.06,0.834719911259013,-11.4,TRUE,93,0.354838709677419
YNL225C,581,15.43,26.6,0.580075187969925,NA,FALSE,NA,NA
YNL227C,590,20.23,30.95,0.653634894991923,NA,FALSE,NA,NA
YNL229C,354,83.66,60.75,1.37711934156379,NA,FALSE,NA,NA
YNL230C,379,6.34,17.79,0.356379988757729,NA,FALSE,NA,NA
YNL231C,351,234.06,175.13,1.33649289099526,NA,FALSE,NA,NA
YNL232W,292,84.85,80.23,1.05758444472143,NA,FALSE,NA,NA
YNL233W,892,23.4,33.55,0.697466467958271,NA,FALSE,NA,NA
YNL234W,426,4.78,11.9,0.401680672268908,-13,TRUE,63,0.412698412698413
YNL236W,974,18.03,45.68,0.394702276707531,-17.7,TRUE,34,0.382352941176471
YNL237W,459,6.75,7.61,0.886990801576872,NA,FALSE,NA,NA
YNL238W,814,33.96,67.29,0.504681230494873,NA,FALSE,NA,NA
YNL239W,454,115.27,130.95,0.880259641084383,-11.8,TRUE,151,0.357615894039735
YNL240C,491,22.93,40.8,0.562009803921569,-9.8,TRUE,13,0.384615384615385
YNL241C,505,278.63,319.17,0.872983049785381,-4.9,TRUE,60,0.4
YNL242W,1592,8.15,18.21,0.447556287753981,NA,FALSE,NA,NA
YNL243W,968,110.02,150.09,0.733026850556333,NA,FALSE,NA,NA
YNL244C,108,1168.21,869.92,1.34289359941144,-5.5,TRUE,34,0.382352941176471
YNL245C,179,27.91,26.39,1.05759757483895,-11.6,TRUE,20,0.3
YNL246W,264,65.67,66.93,0.981174361272972,-10.6,TRUE,5,0.6
YNL247W,767,205.18,231.25,0.887264864864865,NA,FALSE,NA,NA
YNL248C,415,167.44,152.27,1.09962566493728,NA,FALSE,NA,NA
YNL249C,542,6.26,13.17,0.475322703113136,-11.9,TRUE,23,0.347826086956522
YNL250W,1312,8.59,25.58,0.33580922595778,NA,FALSE,NA,NA
YNL251C,575,84.79,79.51,1.0664067412904,-4.3,TRUE,273,0.36996336996337
YNL252C,281,55.24,53.94,1.02410085279941,-9.9,TRUE,21,0.333333333333333
YNL253W,422,23.05,29.16,0.790466392318244,-9.2,TRUE,33,0.393939393939394
YNL254C,401,9.65,20.99,0.459742734635541,NA,FALSE,NA,NA
YNL255C,153,996.04,558.09,1.78473006145962,NA,FALSE,NA,NA
YNL256W,824,29.31,56.44,0.519312544294826,NA,FALSE,NA,NA
YNL257C,1229,9.29,41.41,0.224341946389761,-9.5,TRUE,57,0.385964912280702
YNL258C,754,26.29,49.22,0.534132466477042,-8.7,TRUE,9,0.555555555555556
YNL259C,73,221.53,170.57,1.29876297121416,-8.5,TRUE,30,0.4
YNL260C,198,49.87,38.03,1.31133315803313,NA,FALSE,NA,NA
YNL261W,479,17.41,38.22,0.455520669806384,NA,FALSE,NA,NA
YNL262W,2222,21.68,55.51,0.390560259412718,-8.6,TRUE,14,0.357142857142857
YNL263C,314,136.08,112.85,1.20584847142224,NA,FALSE,NA,NA
YNL264C,350,51.59,62.01,0.831962586679568,NA,FALSE,NA,NA
YNL265C,298,57.09,42.61,1.33982633184698,-5.8,TRUE,22,0.363636363636364
YNL267W,1066,22.52,50.88,0.442610062893082,-8.9,TRUE,100,0.35
YNL268W,611,138.5,135.08,1.02531832987859,NA,FALSE,NA,NA
YNL271C,1953,16.75,71.37,0.234692447807202,NA,FALSE,NA,NA
YNL272C,759,22.82,65.04,0.350861008610086,-8.6,TRUE,97,0.360824742268041
YNL273W,1238,11.19,29.1,0.384536082474227,-11.9,TRUE,50,0.42
YNL274C,350,35.71,28.4,1.25739436619718,NA,FALSE,NA,NA
YNL275W,576,9.66,23.75,0.406736842105263,-14.1,TRUE,18,0.277777777777778
YNL277W,486,21.38,23.59,0.90631623569309,-4.6,TRUE,111,0.333333333333333
YNL278W,1060,14.43,25.26,0.57125890736342,NA,FALSE,NA,NA
YNL279W,661,2.21,4.69,0.471215351812367,NA,FALSE,NA,NA
YNL280C,438,104.58,145.29,0.719801775758827,-6.7,TRUE,62,0.403225806451613
YNL281W,153,391.12,386.97,1.0107243455565,NA,FALSE,NA,NA
YNL282W,195,23.76,29.02,0.818745692625775,-6.5,TRUE,25,0.36
YNL283C,503,22.98,64.87,0.35424695544936,-7.4,TRUE,352,0.409090909090909
YNL284C,322,65.35,73.67,0.887063933758653,NA,FALSE,NA,NA
YNL286W,285,20.6,30.05,0.685524126455907,-7.4,TRUE,84,0.369047619047619
YNL287W,935,183.51,261.76,0.701062041564792,-7.9,TRUE,190,0.389473684210526
YNL288W,373,44.09,50.01,0.881623675264947,-12.4,TRUE,142,0.359154929577465
YNL289W,279,59.8,61.21,0.976964548276425,-3.3,TRUE,82,0.365853658536585
YNL290W,340,71.65,77.01,0.930398649526036,-9.4,TRUE,9,0.555555555555556
YNL291C,548,20.36,50.47,0.403407965127799,NA,FALSE,NA,NA
YNL292W,403,68.02,54.71,1.24328276366295,-11.1,TRUE,10,0.5
YNL293W,633,12.61,20.6,0.612135922330097,-8.8,TRUE,65,0.4
YNL294C,533,6.8,33.61,0.202320737875632,NA,FALSE,NA,NA
YNL295W,524,11.99,25.27,0.474475662841314,NA,FALSE,NA,NA
YNL297C,1636,22.24,60.11,0.369988354683081,-8.3,TRUE,48,0.395833333333333
YNL298W,842,20.91,37.17,0.562550443906376,-3.1,TRUE,143,0.356643356643357
YNL299W,642,16,25.99,0.615621392843401,NA,FALSE,NA,NA
YNL300W,102,323.51,121.59,2.66066288346081,-2,TRUE,93,0.354838709677419
YNL304W,417,16.1,23.13,0.696065715520969,NA,FALSE,NA,NA
YNL305C,297,56.59,47.39,1.19413378349863,-5.5,TRUE,32,0.40625
YNL306W,217,133.97,146.51,0.914408572793666,NA,FALSE,NA,NA
YNL307C,375,148.9,174.29,0.854323254346205,-11.2,TRUE,145,0.36551724137931
YNL308C,591,125.62,93.77,1.33966087234723,-2.7,TRUE,38,0.394736842105263
YNL309W,420,22.06,22.85,0.965426695842451,-9.2,TRUE,66,0.393939393939394
YNL310C,174,82.29,64.49,1.27601178477283,-8.1,TRUE,33,0.393939393939394
YNL311C,763,8.42,18.77,0.448588172615876,NA,FALSE,NA,NA
YNL312W,273,144.27,96.09,1.50140493287543,-12.8,TRUE,40,0.4
YNL313C,904,50.46,79.1,0.637926675094817,-10.6,TRUE,32,0.40625
YNL314W,255,9.12,21.42,0.425770308123249,NA,FALSE,NA,NA
YNL315C,318,53.58,65.62,0.816519353855532,-10.5,TRUE,22,0.363636363636364
YNL316C,334,25.68,26.38,0.973464746019712,NA,FALSE,NA,NA
YNL317W,465,21.78,30.38,0.716919025674786,-4.5,TRUE,1,1
YNL320W,284,37.35,41.24,0.905674102812803,-7.9,TRUE,90,0.366666666666667
YNL321W,908,23.17,47.1,0.491932059447983,-14.6,TRUE,31,0.419354838709677
YNL322C,313,201.43,202.84,0.99304870834155,-5.4,TRUE,19,0.263157894736842
YNL323W,414,83.52,91.89,0.908912830558276,-11.1,TRUE,45,0.377777777777778
YNL325C,879,8.6,18.31,0.469688694702348,-16.6,TRUE,10,0.5
YNL326C,336,15.29,31.93,0.478860006263702,-14.2,TRUE,33,0.393939393939394
YNL327W,1041,223.14,249.48,0.894420394420394,NA,FALSE,NA,NA
YNL328C,146,11.85,21.57,0.549374130737135,NA,FALSE,NA,NA
YNL329C,1030,7.65,36.08,0.212028824833703,NA,FALSE,NA,NA
YNL330C,433,59.69,80.59,0.740662613227448,-12.2,TRUE,27,0.37037037037037
YNR001C,479,156.28,165.42,0.944746705356063,-9.5,TRUE,152,0.361842105263158
YNR003C,317,74.13,66.76,1.11039544637507,-6.5,TRUE,30,0.4
YNR004W,146,9.41,14.16,0.66454802259887,NA,FALSE,NA,NA
YNR006W,622,34.05,34.42,0.989250435793143,-5.6,TRUE,22,0.363636363636364
YNR007C,310,19.94,13.49,1.47813194959229,NA,FALSE,NA,NA
YNR008W,661,50.25,45.42,1.10634081902246,-9.7,TRUE,32,0.40625
YNR009W,249,49.31,35.58,1.38589094997189,-14.9,TRUE,55,0.4
YNR010W,149,37.79,29.07,1.2999656002752,-4.4,TRUE,25,0.36
YNR011C,876,16.52,31.69,0.521300094667087,-8.4,TRUE,19,0.263157894736842
YNR012W,501,30.84,41.16,0.749271137026239,-3.4,TRUE,93,0.354838709677419
YNR013C,894,49.17,71.79,0.684914333472628,NA,FALSE,NA,NA
YNR014W,212,12.99,6.96,1.86637931034483,-10,TRUE,13,0.384615384615385
YNR015W,384,38.89,54.21,0.717395314517617,NA,FALSE,NA,NA
YNR016C,2233,406.36,670.3,0.606236013725198,-6.9,TRUE,596,0.414429530201342
YNR017W,222,182.11,177.13,1.02811494382657,-6.9,TRUE,253,0.371541501976285
YNR018W,224,209.01,173.79,1.20265838080442,-5.5,TRUE,51,0.411764705882353
YNR019W,642,66.4,63.55,1.04484657749803,-3.6,TRUE,43,0.372093023255814
YNR020C,270,26.44,19.32,1.36853002070393,NA,FALSE,NA,NA
YNR021W,404,218.7,256.67,0.852066856274594,-6.8,TRUE,28,0.392857142857143
YNR022C,139,93.6,94.18,0.993841579953281,-12.1,TRUE,26,0.384615384615385
YNR023W,566,18.93,23.13,0.818417639429313,-7,TRUE,41,0.390243902439024
YNR024W,186,39.92,31.75,1.25732283464567,-10,TRUE,17,0.294117647058824
YNR026C,471,56.39,50.89,1.10807624287679,-9.1,TRUE,29,0.379310344827586
YNR027W,317,20.56,32.6,0.630674846625767,-14.5,TRUE,16,0.3125
YNR028W,308,52.61,62.64,0.839878671775223,NA,FALSE,NA,NA
YNR029C,429,33.81,36.94,0.915268002165674,NA,FALSE,NA,NA
YNR030W,551,57.34,84.23,0.680755075388816,NA,FALSE,NA,NA
YNR031C,1579,11.26,46.72,0.241010273972603,NA,FALSE,NA,NA
YNR032CA,73,114.76,105.17,1.09118569934392,NA,FALSE,NA,NA
YNR032W,368,20.78,38.25,0.543267973856209,NA,FALSE,NA,NA
YNR033W,787,30.01,55.09,0.544744962788165,-9.5,TRUE,7,0.714285714285714
YNR034W,321,42.69,25.91,1.64762639907372,-5.9,TRUE,113,0.345132743362832
YNR034WA,98,16.99,8.54,1.98946135831382,NA,FALSE,NA,NA
YNR035C,342,232.68,202.9,1.14677180877279,-2.7,TRUE,9,0.555555555555556
YNR036C,153,216.01,217.77,0.991918078706893,-17.1,TRUE,16,0.3125
YNR037C,91,132.5,130.88,1.01237775061125,NA,FALSE,NA,NA
YNR038W,629,44.96,69.09,0.650745404544797,-8.4,TRUE,5,0.6
YNR039C,605,15.87,29.04,0.546487603305785,NA,FALSE,NA,NA
YNR040W,256,28.02,33.45,0.837668161434977,NA,FALSE,NA,NA
YNR041C,372,34.59,39.16,0.883299284984678,-10.7,TRUE,47,0.382978723404255
YNR043W,396,291.46,235.51,1.23756952995627,-4.5,TRUE,14,0.357142857142857
YNR044W,725,41.14,31.7,1.29779179810726,NA,FALSE,NA,NA
YNR045W,489,8.19,17.61,0.465076660988075,NA,FALSE,NA,NA
YNR046W,135,242.27,135.25,1.79127541589649,NA,FALSE,NA,NA
YNR047W,893,21.87,55.28,0.395622286541245,-12,TRUE,60,0.4
YNR048W,393,13.12,18.53,0.708041014570966,-6.5,TRUE,28,0.392857142857143
YNR049C,210,41.62,36.09,1.15322804100859,-3.5,TRUE,31,0.419354838709677
YNR050C,446,175.54,152.39,1.15191285517422,-8.9,TRUE,40,0.4
YNR051C,515,61.62,120.51,0.511326860841424,NA,FALSE,NA,NA
YNR052C,433,61.83,62.51,0.989121740521517,-3.7,TRUE,58,0.396551724137931
YNR053C,486,135.06,156.46,0.863223827176275,-7,TRUE,55,0.4
YNR054C,316,84.62,51.4,1.64630350194553,NA,FALSE,NA,NA
YNR055C,586,26.05,60.55,0.430222956234517,-3.8,TRUE,458,0.423580786026201
YNR057C,237,4.26,10.8,0.394444444444444,NA,FALSE,NA,NA
YNR059W,580,2.48,14,0.177142857142857,NA,FALSE,NA,NA
YNR060W,719,3.54,5.48,0.645985401459854,NA,FALSE,NA,NA
YNR061C,219,101.98,103.82,0.982277017915623,-7.6,TRUE,69,0.376811594202899
YNR063W,607,6.38,12.08,0.528145695364238,-11.2,TRUE,17,0.294117647058824
YNR066C,436,3.14,12.19,0.257588187038556,NA,FALSE,NA,NA
YNR067C,1117,145.93,190.82,0.764752122419034,NA,FALSE,NA,NA
YNR074C,378,28.85,43.1,0.669373549883991,NA,FALSE,NA,NA
YNR075W,374,7.78,20.66,0.376573088092933,NA,FALSE,NA,NA
YOL001W,293,5.77,23.18,0.248921484037964,NA,FALSE,NA,NA
YOL002C,317,54.76,66.6,0.822222222222222,-10.8,TRUE,8,0.625
YOL003C,378,21.05,35.67,0.590131763386599,-12.9,TRUE,16,0.3125
YOL004W,1536,69.46,133.77,0.519249458024968,NA,FALSE,NA,NA
YOL005C,120,278.06,136.98,2.02993137684334,-8.4,TRUE,38,0.394736842105263
YOL006C,769,55.51,70.65,0.785704175513093,-8.97,TRUE,39,0.41025641025641
YOL007C,341,60.91,57.87,1.05253153620183,NA,FALSE,NA,NA
YOL008W,207,35.37,35.9,0.985236768802228,NA,FALSE,NA,NA
YOL009C,271,8.7,13.26,0.656108597285068,NA,FALSE,NA,NA
YOL010W,367,70.35,64.1,1.09750390015601,-9,TRUE,56,0.392857142857143
YOL011W,686,7.37,39.39,0.187103325717187,-5.1,TRUE,51,0.411764705882353
YOL012C,134,301.95,222.2,1.35891089108911,-9,TRUE,85,0.376470588235294
YOL013C,551,17.11,36.44,0.46953896816685,NA,FALSE,NA,NA
YOL016C,447,44.24,47.01,0.941076366730483,-7.8,TRUE,26,0.384615384615385
YOL017W,714,12.39,17.51,0.707595659623072,NA,FALSE,NA,NA
YOL018C,397,36.1,30.99,1.1648919006131,NA,FALSE,NA,NA
YOL019W,551,37.28,51.45,0.724586977648202,NA,FALSE,NA,NA
YOL020W,592,40.25,94.69,0.425071285246594,NA,FALSE,NA,NA
YOL021C,1001,68.9,91.35,0.75424192665572,-11.6,TRUE,9,0.555555555555556
YOL022C,408,82.72,84.56,0.978240302743614,NA,FALSE,NA,NA
YOL023W,676,6.3,17.55,0.358974358974359,-11.2,TRUE,9,0.555555555555556
YOL025W,660,9.82,19.16,0.512526096033403,NA,FALSE,NA,NA
YOL026C,113,132.39,118.46,1.11759243626541,-12.4,TRUE,12,0.416666666666667
YOL027C,573,94,113.2,0.830388692579505,-12.8,TRUE,4,0.75
YOL028C,245,34.33,45.6,0.752850877192982,-9,TRUE,218,0.380733944954128
YOL030W,484,238.23,199.2,1.19593373493976,-10.4,TRUE,63,0.412698412698413
YOL031C,421,37.77,47.81,0.790002091612633,-12.4,TRUE,76,0.381578947368421
YOL032W,246,41.96,25.41,1.65131837859111,NA,FALSE,NA,NA
YOL033W,536,9.22,21.21,0.434700612918435,NA,FALSE,NA,NA
YOL034W,1093,8.07,23.55,0.342675159235669,NA,FALSE,NA,NA
YOL036W,761,18.01,56.52,0.318648266100495,-8.7,TRUE,249,0.365461847389558
YOL038W,254,313.9,231.74,1.35453525502719,-6.7,TRUE,35,0.4
YOL039W,106,5742.04,4069.54,1.41098011077419,-7.5,TRUE,22,0.363636363636364
YOL040C,142,7908.97,5054.96,1.56459596119455,-4.1,TRUE,53,0.415094339622642
YOL041C,459,159.08,126.95,1.25309176841276,-3.2,TRUE,73,0.383561643835616
YOL042W,363,19.28,32.67,0.590143862871136,-8.5,TRUE,51,0.411764705882353
YOL043C,380,4.06,15.02,0.270306258322237,-11.7,TRUE,84,0.369047619047619
YOL044W,383,12.45,16.58,0.750904704463209,NA,FALSE,NA,NA
YOL045W,1101,17.97,42.24,0.425426136363636,NA,FALSE,NA,NA
YOL048C,342,10.27,26.33,0.390049373338397,-9.6,TRUE,49,0.408163265306122
YOL049W,491,85.23,154.06,0.553226015837985,NA,FALSE,NA,NA
YOL052C,396,81,73.95,1.09533468559838,-3.6,TRUE,15,0.333333333333333
YOL052CA,61,55.76,24.2,2.30413223140496,NA,FALSE,NA,NA
YOL053W,395,14.66,21.68,0.67619926199262,NA,FALSE,NA,NA
YOL054W,406,20.41,15.88,1.2852644836272,NA,FALSE,NA,NA
YOL055C,551,12.29,17.15,0.716618075801749,-9,TRUE,120,0.358333333333333
YOL056W,303,45.76,39.63,1.15468079737573,NA,FALSE,NA,NA
YOL057W,711,67.67,84.86,0.797431062927174,-10.7,TRUE,24,0.333333333333333
YOL058W,420,40.77,29.41,1.38626317579055,NA,FALSE,NA,NA
YOL059W,440,202.01,185.9,1.0866594943518,NA,FALSE,NA,NA
YOL060C,706,32.22,50.89,0.633130280998231,NA,FALSE,NA,NA
YOL061W,496,150.44,162.63,0.925044579720839,-13.7,TRUE,58,0.396551724137931
YOL062C,491,24.07,68.56,0.35107934655776,-11.9,TRUE,21,0.333333333333333
YOL063C,957,7.97,31.16,0.255776636713736,NA,FALSE,NA,NA
YOL064C,357,107.59,88.37,1.21749462487269,-3.9,TRUE,33,0.393939393939394
YOL065C,384,20.79,23.71,0.876845212990299,-6.3,TRUE,28,0.392857142857143
YOL066C,591,20.34,32.06,0.634435433562071,NA,FALSE,NA,NA
YOL067C,177,52.16,56.72,0.919605077574048,-3.9,TRUE,51,0.411764705882353
YOL069W,451,17.51,38.85,0.450707850707851,NA,FALSE,NA,NA
YOL070C,501,74.52,65.72,1.13390139987827,NA,FALSE,NA,NA
YOL071W,162,51.83,28.86,1.7959112959113,NA,FALSE,NA,NA
YOL072W,455,9.77,17.52,0.557648401826484,-10.4,TRUE,23,0.347826086956522
YOL073C,322,20.26,33.17,0.610792885137172,NA,FALSE,NA,NA
YOL075C,1294,7.11,23.31,0.305019305019305,NA,FALSE,NA,NA
YOL076W,796,51.13,81.98,0.623688704562088,-6.3,TRUE,23,0.347826086956522
YOL077C,291,225.5,218.68,1.03118712273642,NA,FALSE,NA,NA
YOL077WA,68,329.38,154.16,2.13661131292164,NA,FALSE,NA,NA
YOL078W,1176,6.45,16.99,0.379635079458505,NA,FALSE,NA,NA
YOL080C,289,43.36,46.32,0.936096718480138,NA,FALSE,NA,NA
YOL081W,3079,9.77,69.58,0.140413912043691,NA,FALSE,NA,NA
YOL082W,415,20.84,45.78,0.455220620358235,NA,FALSE,NA,NA
YOL083W,412,5.22,9.08,0.57488986784141,NA,FALSE,NA,NA
YOL086C,348,16251.15,11282.73,1.44035619039009,-1.7,TRUE,39,0.41025641025641
YOL086WA,90,51.47,65.07,0.790994313815891,NA,FALSE,NA,NA
YOL087C,1116,14.58,37.13,0.392674387287907,NA,FALSE,NA,NA
YOL088C,277,80.06,90.61,0.883566935216863,-10.6,TRUE,34,0.382352941176471
YOL089C,1030,11.94,25.56,0.467136150234742,NA,FALSE,NA,NA
YOL090W,964,53.1,83.83,0.633424788261959,-3.5,TRUE,58,0.396551724137931
YOL092W,308,123.33,111.85,1.10263746088511,-4.9,TRUE,26,0.384615384615385
YOL093W,293,61.1,35.61,1.7158101656838,-6.7,TRUE,27,0.37037037037037
YOL094C,323,61.5,47.69,1.28957852799329,-8.7,TRUE,58,0.396551724137931
YOL095C,706,5.99,17.15,0.349271137026239,-13.5,TRUE,34,0.382352941176471
YOL096C,312,30.17,26.82,1.12490678598061,NA,FALSE,NA,NA
YOL097C,432,284.54,250.52,1.13579754111448,-6.8,TRUE,26,0.384615384615385
YOL098C,1037,71.45,122.92,0.58127237227465,-9.5,TRUE,65,0.4
YOL100W,1081,8.8,26.77,0.328726186029137,NA,FALSE,NA,NA
YOL101C,312,24.59,22.24,1.1056654676259,NA,FALSE,NA,NA
YOL102C,230,52.34,52,1.00653846153846,-12.7,TRUE,20,0.3
YOL103W,609,20.06,94.47,0.212342542606118,NA,FALSE,NA,NA
YOL105C,556,2.62,12.22,0.214402618657938,NA,FALSE,NA,NA
YOL107W,342,28.64,28.64,1,NA,FALSE,NA,NA
YOL108C,151,32.7,20.53,1.59279103750609,-5.5,TRUE,5,0.6
YOL109W,113,6300,3021.29,2.08520201635725,NA,FALSE,NA,NA
YOL110W,237,10.06,21.39,0.470313230481533,-12.8,TRUE,37,0.405405405405405
YOL111C,212,143.4,83.57,1.71592676797894,-5.2,TRUE,79,0.367088607594937
YOL112W,492,8.31,21.61,0.384544192503471,-7.7,TRUE,112,0.339285714285714
YOL113W,655,3.14,31.26,0.100447856685861,-7,TRUE,36,0.416666666666667
YOL114C,202,6.77,13.64,0.49633431085044,NA,FALSE,NA,NA
YOL115W,584,28.94,53.43,0.541643271570279,-10.3,TRUE,63,0.412698412698413
YOL116W,382,22.12,35.3,0.626628895184136,NA,FALSE,NA,NA
YOL117W,645,8.32,17.02,0.488836662749706,NA,FALSE,NA,NA
YOL119C,501,34.26,36.05,0.950346740638003,NA,FALSE,NA,NA
YOL122C,575,32.61,45.88,0.710767218831735,NA,FALSE,NA,NA
YOL123W,534,245.19,215.11,1.13983543303426,NA,FALSE,NA,NA
YOL124C,433,66.8,70.13,0.952516754598603,-8.9,TRUE,47,0.382978723404255
YOL125W,476,17.64,35.36,0.498868778280543,NA,FALSE,NA,NA
YOL126C,377,81.56,81.2,1.00443349753695,NA,FALSE,NA,NA
YOL127W,142,9280.85,7019.06,1.32223545602972,-3.9,TRUE,22,0.363636363636364
YOL128C,375,8.98,19.29,0.465526179367548,NA,FALSE,NA,NA
YOL129W,184,192.12,178.94,1.07365597406952,NA,FALSE,NA,NA
YOL130W,859,27.46,69.84,0.393184421534937,-6.8,TRUE,253,0.371541501976285
YOL133W,121,156.03,113.89,1.3700061462815,-6.5,TRUE,35,0.4
YOL135C,222,29.04,26.6,1.09172932330827,-8,TRUE,11,0.454545454545455
YOL136C,397,26.31,56.16,0.468482905982906,NA,FALSE,NA,NA
YOL137W,497,26.84,29.51,0.909522195865808,-7.3,TRUE,57,0.385964912280702
YOL138C,1341,6.77,23.12,0.292820069204152,NA,FALSE,NA,NA
YOL139C,213,933.65,767.11,1.21710054620589,NA,FALSE,NA,NA
YOL140W,423,10.58,36.42,0.29049972542559,NA,FALSE,NA,NA
YOL141W,695,16.06,20.89,0.768788894207755,-2.5,TRUE,17,0.294117647058824
YOL142W,240,94.08,87.15,1.07951807228916,-7,TRUE,8,0.625
YOL143C,169,608.73,371.59,1.63817648483544,NA,FALSE,NA,NA
YOL144W,484,37.98,27.35,1.38866544789762,-8.7,TRUE,12,0.416666666666667
YOL145C,1077,60.68,88.97,0.682027649769585,-6.7,TRUE,52,0.423076923076923
YOL146W,194,35,34.25,1.02189781021898,NA,FALSE,NA,NA
YOL147C,236,57.65,50.47,1.14226273033485,-8,TRUE,23,0.347826086956522
YOL148C,604,21.1,40.42,0.522018802572984,NA,FALSE,NA,NA
YOL149W,231,68.3,64.77,1.05450054037363,-16.5,TRUE,20,0.3
YOL151W,342,124.16,101.31,1.22554535583852,-10.2,TRUE,28,0.392857142857143
